TITLE,OPEN_DT,AUDI_ACC,CMT_SCORE
스텝 업 3D,2010-08-05,682712,0.0904
픽셀,2015-07-16,681945,0.0601
앵그리버드 더 무비,2016-05-19,680606,0.25
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,678091,-0.2222
트롤,2017-02-16,675966,0.37799999999999995
고양이: 죽음을 보는 두 개의 눈,2011-07-07,670295,-0.1178
패신저스,2017-01-04,668576,0.1649
퍼스트맨,2018-10-18,665364,0.0115
하늘에서 음식이 내린다면,2010-02-11,665096,0.0717
삼총사 3D,2011-10-12,657564,0.0427
열정같은소리하고있네,2015-11-25,654407,0.1114
아이 엠 넘버 포,2011-02-24,654386,0.0403
엔더스 게임,2013-12-31,654212,0.0213
그날의 분위기,2016-01-14,652453,0.1338
오션스,2010-07-28,650994,0.0268
아빠는 딸,2017-04-12,646412,0.0836
사냥,2016-06-29,645922,0.0485
리오,2011-07-27,645191,0.1754
명탐정 코난 : 침묵의 15분,2011-08-03,644216,0.0174
머니볼,2011-11-17,641099,0.0984
스노우 화이트 앤 더 헌츠맨,2012-05-30,636631,0.0815
널 기다리며,2016-03-10,634953,0.0325
플랜맨,2014-01-09,632299,0.14400000000000002
컨택트,2017-02-02,629322,0.0102
조선마술사,2015-12-30,628576,0.0471
명탐정 코난: 천공의 난파선,2010-07-21,628423,0.0366
설리: 허드슨강의 기적,2016-09-28,627102,0.1191
더 임파서블,2013-01-17,622572,-0.10099999999999999
아더 크리스마스,2011-11-25,622286,0.1407
눈의 여왕 2: 트롤의 마법거울,2014-12-24,618598,0.2544
인 타임,2011-10-27,616943,0.1966
특종: 량첸살인기,2015-10-22,616481,0.0725
잭 리처: 네버 고 백,2016-11-30,612328,
미쓰GO,2012-06-21,611685,0.0709
서부전선,2015-09-24,609063,0.0318
그린 존,2010-03-25,606841,0.0467
헝거게임: 판엠의 불꽃,2012-04-05,606531,0.0391
이층의 악당,2010-11-24,605224,0.1561
피에타,2012-09-06,602967,0.1333
다이노소어 어드벤처 3D,2013-12-19,599963,0.3333
반가운 살인자,2010-04-08,599176,0.1007
우는 남자,2014-06-04,599050,0.0557
콜롬비아나,2011-08-31,598373,0.24
타잔 3D,2014-01-09,597142,0.069
레터스 투 줄리엣,2010-10-06,593630,0.4079
황제를 위하여,2014-06-11,592041,0.0426
맨 온 렛지,2012-02-22,591841,0.2
패션왕,2014-11-06,591125,0.0032
47 미터,2017-07-19,590036,-0.0813
더 울프 오브 월스트리트,2014-01-09,585082,0.1333
퀴즈왕,2010-09-16,583183,0.1298
마법사의 제자,2010-07-21,582698,0.0174
다크 섀도우,2012-05-10,582126,0.0292
어린왕자,2015-12-23,579130,0.2775
인시디어스: 두번째 집,2013-12-05,577758,-0.0351
백설공주,2012-05-03,576150,0.0446
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,575353,0.2
채피,2015-03-12,573657,-0.0474
섀도우 헌터스: 뼈의 도시,2013-09-12,571074,0.0084
루퍼,2012-10-11,570010,0.1395
앨빈과 슈퍼밴드3,2011-12-15,569773,0.1042
화이트 하우스 다운,2013-06-27,569500,0.0838
파파,2012-02-01,562156,0.16
이스케이프 룸,2019-03-14,561812,-0.0667
스텝 업: 올 인,2014-09-03,560620,0.1524
싱 스트리트,2016-05-19,560578,0.2336
레지던트 이블 5 : 최후의 심판,2012-09-13,558433,-0.0432
인시디어스4: 라스트 키,2018-01-31,554521,0.0103
아이스 에이지: 지구 대충돌,2016-07-20,553760,0.2925
그린치,2018-12-19,552962,0.52
메카닉: 리크루트,2016-08-31,551897,0.1143
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,550728,0.2114
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,550059,0.5652
너는 펫,2011-11-10,540972,0.0508
"그날, 바다",2018-04-12,540558,-0.19399999999999998
툼레이더,2018-03-08,540410,0.0645
애프터 어스,2013-05-30,537920,0.0151
메리와 마녀의 꽃,2017-12-07,535354,0.2838
페르디난드,2018-01-03,533776,0.4133
사이코메트리,2013-03-07,531953,0.0508
버닝,2018-05-17,528153,-0.0173
챔프,2011-09-07,528149,0.0476
7년의 밤,2018-03-28,528007,0.0097
메가로돈,2018-08-15,527331,-0.1329
러브 & 드럭스,2011-01-13,527077,0.2438
몬스터,2014-03-13,526282,0.0018
콰이어트 플레이스,2018-04-12,526073,-0.0423
명탐정 코난: 11번째 스트라이커,2012-07-19,524914,0.0259
언노운,2011-02-17,522794,0.1765
헬머니,2015-03-05,519983,0.0787
퍼시 잭슨과 괴물의 바다,2013-09-12,519584,0.0484
얼라이드,2017-01-11,518886,0.094
호두까기 인형과 4개의 왕국,2018-12-06,518272,0.0645
소셜 네트워크,2010-11-18,517286,0.0619
고스트버스터즈,2016-08-25,515522,0.1391
피라냐,2010-08-26,515074,-0.0337
퍼스트 어벤져,2011-07-28,514417,-0.0189
거울나라의 앨리스,2016-09-07,513202,0.1434
발레리안: 천 개 행성의 도시,2017-08-30,511931,0.1093
프렌즈: 몬스터섬의비밀,2011-12-29,510996,0.3978
가려진 시간,2016-11-16,510878,0.1316
먹고 기도하고 사랑하라,2010-09-30,509623,0.4516
극장판 포켓몬스터 너로 정했다!,2017-12-21,509555,0.1709
명탐정 코난: 순흑의 악몽,2016-08-03,507508,0.065
남자사용설명서,2013-02-14,507257,0.0344
셰이프 오브 워터: 사랑의 모양,2018-02-22,506261,0.1389
도라에몽 : 스탠 바이 미,2015-02-12,503516,0.0941
그레이트 월,2017-02-15,501286,0.043
노예 12년,2014-02-27,498004,-0.0903
아부의 왕,2012-06-21,497880,0.1319
캐치미,2013-12-18,492773,0.1052
무서운 이야기 2,2013-06-05,492465,0.0027
불량남녀,2010-11-04,491207,0.1373
스타 이즈 본,2018-10-09,490957,0.3235
곰돌이 푸 다시 만나 행복해,2018-10-03,490307,0.098
레드,2010-11-03,489855,0.141
또 하나의 약속,2014-02-06,489409,-0.0036
카3: 새로운 도전,2017-07-13,487916,0.2234
침묵,2017-11-02,487897,0.0818
해어화,2016-04-13,485083,-0.0446
계춘할망,2016-05-19,480987,0.1054
소녀괴담,2014-07-02,480528,-0.0385
조선미녀삼총사,2014-01-29,480361,0.0186
친정엄마,2010-04-22,478822,0.0775
넛잡: 땅콩 도둑들,2014-01-29,478392,0.1139
"로봇, 소리",2016-01-27,476665,0.0743
트리플 엑스 리턴즈,2017-02-08,475309,0.0929
변산,2018-07-04,474137,0.2308
위험한 상견례 2,2015-04-29,472693,0.0907
잠베지아: 신비한 나무섬의 비밀,2012-12-25,472692,0.2632
슈퍼 에이트,2011-06-16,472118,0.0292
카운트다운,2011-09-29,471547,0.0708
식객2 : 김치전쟁,2010-01-28,471103,0.0037
명탐정 코난 : 화염의 해바라기,2015-08-05,470990,0.0603
리얼,2017-06-28,470105,0.0
적인걸: 측천무후의 비밀,2010-10-06,468273,0.1053
페이스메이커,2012-01-18,467697,0.0895
글래스,2019-01-17,466475,0.0875
마담 뺑덕,2014-10-02,465749,0.0249
카 2,2011-07-20,465607,0.0909
너의 췌장을 먹고 싶어,2017-10-25,465495,-0.1465
순수의 시대,2015-03-05,465492,0.0
생텀,2011-02-10,464607,-0.0565
락아웃: 익스트림미션,2012-06-14,462176,0.1136
언스토퍼블,2010-11-10,459535,0.1096
라이프,2017-04-05,459421,-0.0312
동네사람들,2018-11-07,459020,0.0395
세 얼간이,2011-08-18,458988,0.0099
노브레싱,2013-10-30,451669,0.0328
원더풀 고스트,2018-09-26,450374,0.1364
클라우드 아틀라스,2013-01-09,449071,0.0242
히든 피겨스,2017-03-23,448923,0.2493
명탐정 코난:진홍의 연가,2017-08-02,448381,
대한민국 1%,2010-05-05,447569,-0.0445
빅쇼트,2016-01-21,446664,0.0288
파라노말 액티비티,2010-01-13,446510,-0.0642
반드시 잡는다,2017-11-29,446379,0.0304
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,445014,
헌츠맨: 윈터스 워,2016-04-13,445009,-0.0577
익스펜더블 2,2012-09-06,444045,-0.037000000000000005
밀레니엄 : 여자를 증오한 남자들,2012-01-11,443889,0.0
"울지마, 톤즈",2010-09-09,441707,0.0757
워리어스 웨이,2010-12-01,437101,0.0302
시즌 오브 더 위치: 마녀 호송단,2011-01-13,435201,0.2051
원라인,2017-03-29,433825,0.2074
"협녀, 칼의 기억",2015-08-13,431310,-0.0129
터닝메카드W: 블랙미러의 부활,2017-01-18,429569,0.1515
창수,2013-11-28,429141,-0.0063
랭고,2011-03-03,428896,0.087
오피스,2015-09-03,428429,-0.1085
모비딕,2011-06-09,428139,0.1111
스머프: 비밀의 숲,2017-04-28,427764,
두 개의 달,2012-07-12,425972,-0.0488
나를 잊지 말아요,2016-01-07,425799,
다이버전트,2014-04-16,424041,0.2013
티끌모아 로맨스,2011-11-10,424002,0.061
신이 보낸 사람,2014-02-13,423026,-0.03
흥부: 글로 세상을 바꾼 자,2018-02-14,416303,0.0428
그린 북,2019-01-09,415508,0.3636
무뢰한,2015-05-27,414626,0.015
해피 데스데이 2 유,2019-02-14,412850,-0.0625
킹 아서: 제왕의 검,2017-05-17,412843,0.0922
주온 : 끝의 시작,2014-07-16,410644,0.0
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,410131,0.1176
러빙 빈센트,2017-11-09,408322,0.2391
넛잡 2,2017-10-03,407727,0.24100000000000002
니코: 산타비행단의 모험,2012-12-25,407264,0.2094
나의 소녀시대,2016-05-12,406284,0.2064
섹스 앤 더 시티 2,2010-06-10,405580,0.0811
좋은 친구들,2014-07-10,404456,0.0104
아메리칸 메이드,2017-09-14,401541,0.0693
아스트로 보이-아톰의 귀환,2010-01-13,401477,0.1307
닌자터틀,2014-08-28,400329,0.0968
판타스틱 4,2015-08-20,399667,
익스펜더블,2010-08-19,398097,-0.0268
사랑이 무서워,2011-03-10,397923,0.1311
몬스터 패밀리,2017-12-21,397633,0.1599
명탐정 코난 : 이차원의 저격수,2014-08-06,397381,0.0816
명탐정 코난 : 제로의 집행인,2018-08-08,395408,0.2113
명탐정 코난 : 수평선상의 음모,2013-08-07,389253,0.0238
피터 래빗,2018-05-16,388300,0.5
론 레인저,2013-07-04,387527,0.0514
내 심장을 쏴라,2015-01-28,387409,0.0859
나의 독재자,2014-10-30,385934,0.0297
천재 강아지 미스터 피바디,2014-04-24,385552,0.1362
언더 워터,2016-07-13,384789,
크로니클,2012-03-15,383862,0.2561
보통사람,2017-03-23,383336,0.0246
소수의견,2015-06-24,383332,-0.0673
트론: 새로운 시작,2010-12-29,382607,0.0881
내 이름은 칸,2011-03-24,381243,0.0298
대장 김창수,2017-10-19,380581,-0.0785
스토커,2013-02-28,378729,0.0317
공자 춘추전국시대,2010-02-11,377801,0.0
프롬 파리 위드 러브,2010-03-11,375573,0.25
컨트롤러,2011-03-03,373344,0.1111
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,366442,0.5079
극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,366277,0.0852
그레이의 50가지 그림자,2015-02-26,364415,0.0934
파라노말 액티비티 2,2010-10-21,364251,-0.0844
레드 라이딩 후드,2011-03-17,362572,0.1104
홈,2015-05-21,360556,0.5294
블라인드 사이드,2010-04-15,359899,0.18100000000000002
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,359663,0.1271
클로버필드 10번지,2016-04-07,356976,0.0301
경성학교: 사라진 소녀들,2015-06-18,356342,0.1161
어쌔신 크리드,2017-01-11,355913,0.0317
플립,2017-07-12,354601,0.048
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,353012,0.3222
석조저택 살인사건,2017-05-09,351830,0.1522
커플즈,2011-11-02,351779,0.2797
미드나잇 인 파리,2012-07-05,351555,0.4364
싱글라이더,2017-02-22,351276,-0.0231
그녀,2014-05-22,351091,0.0401
오즈 그레이트 앤드 파워풀,2013-03-07,350563,0.1067
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,348883,0.0819
7호실,2017-11-15,347790,0.1187
치외법권,2015-08-27,346483,0.0248
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,346441,0.0119
링컨: 뱀파이어 헌터,2012-08-30,344876,-0.0182
아메리칸 스나이퍼,2015-01-14,344766,0.07
러브 유어셀프 인 서울,2019-01-26,342366,-0.0476
숲속으로,2014-12-24,341882,0.1806
하이힐,2014-06-03,339844,0.1095
음치 클리닉,2012-11-29,338168,0.068
맨발의 꿈,2010-06-24,338080,0.22
허스토리,2018-06-27,336822,-0.1882
패딩턴 2,2018-02-08,335906,0.4646
늑대아이,2012-09-13,335706,0.0672
내 사랑,2017-07-12,334423,0.1692
미나문방구,2013-05-16,334323,0.0153
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,333082,
남영동1985,2012-11-22,332619,-0.1154
에베레스트,2015-09-24,332180,-0.0396
위자: 저주의 시작,2016-11-09,331877,-0.0667
무서운 이야기,2012-07-25,331760,-0.0133
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,330665,0.2409
킬러스,2010-09-02,329086,
선 오브 갓,2014-04-10,329029,0.0038
링컨 차를 타는 변호사,2011-06-16,327612,0.2941
잭 라이언 : 코드네임 쉐도우,2014-01-16,327591,0.2427
미드나잇 선,2018-06-21,326086,0.7059
스폰지밥 3D,2015-02-18,325016,0.1229
사랑하기 때문에,2017-01-04,324420,0.2134
희생부활자,2017-10-12,323628,0.0556
옥자,2017-06-29,321550,0.023
블레이드 러너 2049,2017-10-12,321018,0.0349
극적인 하룻밤,2015-12-03,320923,0.1809
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,320409,0.1111
아기배달부 스토크,2016-12-07,320353,0.2297
뮨: 달의 요정,2015-09-24,319072,0.3778
빅풋 주니어,2017-08-09,318737,0.3034
검우강호,2010-10-14,318157,0.0745
도리화가,2015-11-25,317505,0.0277
세상에서 가장 아름다운 이별,2011-04-20,316788,0.0962
레드카펫,2014-10-23,316780,0.1673
미녀와 야수,2014-06-18,315348,0.2545
캐롤,2016-02-04,315321,0.2083
차이니즈 조디악,2013-02-27,315305,0.0183
번 더 스테이지: 더 무비,2018-11-15,315010,0.11699999999999999
마이 블랙 미니드레스,2011-03-24,313953,0.1442
비행기 2: 소방구조대,2014-08-13,311456,0.3
트루스 오어 데어,2018-05-22,310956,-0.2128
주피터 어센딩,2015-02-05,309729,0.0651
위대한 소원,2016-04-21,308180,0.1291
가디언의 전설,2010-10-28,307217,0.1287
빌리와 용감한 녀석들 2,2013-02-21,306837,0.0909
덕구,2018-04-05,306126,0.1803
개를 훔치는 완벽한 방법,2014-12-31,306119,0.191
패딩턴,2015-01-07,305100,0.2509
포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,300477,
빌리와 용감한 녀석들 3D,2012-08-08,299434,0.25
프랑켄슈타인: 불멸의 영웅,2014-02-06,298983,-0.0078
오즈의 마법사: 돌아온 도로시,2015-02-12,298298,0.439
위험한 관계,2012-10-11,298086,0.1122
스포트라이트,2016-02-24,297944,0.1348
구스범스,2016-01-14,297356,0.026000000000000002
로렉스,2012-05-03,297025,0.2969
모모와 다락방의 수상한 요괴들,2012-07-05,295189,0.1385
포인트 브레이크,2016-01-07,294320,
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,293787,0.0348
이스케이프 플랜,2013-12-05,292655,0.1083
베스트 키드,2010-06-10,292529,0.1325
"러브, 로지",2014-12-10,292430,0.3604
더 그레이,2012-02-16,292217,-0.1282
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,289645,
런 올 나이트,2015-03-19,289534,0.0794
혼숨,2016-10-26,288016,0.0261
커뮤터,2018-01-24,286042,0.1186
후드,2018-11-28,284601,0.0
신데렐라:마법 반지의 비밀,2019-02-20,284526,0.3077
네버엔딩 스토리,2012-01-18,283449,0.1313
다이노 타임,2015-04-30,283300,0.3125
인서전트,2015-03-25,282662,
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,282419,0.2302
프레데터스,2010-08-26,281642,0.061
오큘러스,2014-05-29,279488,-0.1379
극장판 안녕 자두야,2016-05-04,278914,0.0968
사랑에 대한 모든 것,2014-12-10,278015,0.1515
존 윅 - 리로드,2017-02-22,276379,0.0906
우리는 동물원을 샀다,2012-01-18,276334,0.2245
눈의 여왕,2013-02-07,274229,0.2235
목소리의 형태,2017-05-09,272877,0.0452
바울,2018-10-31,272364,0.2381
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012-04-26,272062,0.0938
울프맨,2010-02-11,270683,0.0893
가비,2012-03-15,270602,0.0725
롤러코스터,2013-10-17,270148,0.0877
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,269510,0.0364
상하이,2011-01-27,269157,0.1294
모털 엔진,2018-12-05,268921,0.0133
친구와 연인사이,2011-02-10,267843,0.125
파이스토리 : 악당상어 소탕작전,2013-01-10,267373,0.4206
19곰 테드,2012-09-27,266574,0.0909
백 투 더 비기닝,2015-02-26,266389,0.1471
저스틴,2013-12-31,266253,0.1739
투모로우랜드,2015-05-27,265744,
극장판 도라에몽: 진구의 인어대해전,2010-07-28,264918,0.1518
나를 차버린 스파이,2018-08-22,264766,0.2
마야,2014-09-04,262289,0.7703
악질경찰,2019-03-20,262235,0.0172
스파이 브릿지,2015-11-05,260721,0.1378
원더,2017-12-27,260506,0.2736
장고:분노의 추적자,2013-03-21,260144,0.0
공범자들,2017-08-17,258478,-0.0954
함정,2015-09-10,257716,-0.068
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,257381,0.0524
파이널 데스티네이션5,2011-09-08,257193,-0.0494
쓰리 데이즈,2010-12-22,257106,0.1328
언브로큰,2015-01-07,256475,0.0341
카우보이 & 에이리언,2011-08-11,256346,0.0278
기묘한 가족,2019-02-13,256202,0.3023
밤의 여왕,2013-10-17,252475,0.1723
노벰버 맨,2014-10-16,252444,0.1279
비밀은 없다,2016-06-23,250650,0.0231
소셜포비아,2015-03-12,248215,0.3488
월 스트리트: 머니 네버 슬립스,2010-10-21,245343,0.0952
적과의 동침,2011-04-27,243094,0.1181
툼스톤,2014-09-18,242707,0.0388
명탐정 코난:감벽의 관,2018-02-14,242164,
캡틴 필립스,2013-10-23,241514,0.0329
창문 넘어 도망친 100세 노인,2014-06-18,240990,0.1462
아이 필 프리티,2018-06-06,240148,0.275
서약,2012-03-14,239483,0.5333
미옥,2017-11-09,238587,0.0505
하늘을 걷는 남자,2015-10-28,238257,0.25
사랑은 너무 복잡해,2010-03-11,238073,0.6364
그레이스 오브 모나코,2014-06-18,237147,0.3393
줄리아의 눈,2011-03-31,236359,-0.0073
레고 무비,2014-02-06,236129,0.0513
세이빙 산타,2013-12-19,235688,0.1003
닌자터틀 : 어둠의 히어로,2016-06-16,235207,0.18
비행기,2013-12-19,233563,0.1348
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,233347,0.2043
드림 쏭,2016-09-14,233283,0.1437
강철대오:구국의 철가방,2012-10-25,233211,0.0968
어느날,2017-04-05,232016,0.1647
폐가,2010-08-19,229610,-0.0077
인플루언스,2010-08-19,229610,0.1207
시카리오: 데이 오브 솔다도,2018-06-27,229542,-0.0106
순정,2016-02-24,229059,0.0831
포스 카인드,2010-02-25,229014,-0.1361
치즈인더트랩,2018-03-14,229005,0.1111
컨테이젼,2011-09-22,228899,0.0217
쓰리데이즈 투 킬,2014-04-03,228539,0.2146
캐빈 인 더 우즈,2012-06-28,228090,-0.0465
일곱난쟁이,2014-12-24,227586,
딥,2017-10-03,226933,0.2367
극장판 루팡 3세 VS 명탐정 코난,2014-05-29,225842,0.0902
잡스,2013-08-29,225146,0.0428
분노의 윤리학,2013-02-21,224891,0.1118
괴물의 아이,2015-11-25,224849,0.1111
한공주,2014-04-17,224452,-0.0347
메리 포핀스 리턴즈,2019-02-14,224010,0.2727
12 솔져스,2018-01-31,223740,0.1134
알파 앤 오메가,2011-02-24,222953,0.1167
일라이,2010-04-15,222927,-0.1008
마마,2011-06-01,222731,-0.0161
시,2010-05-13,222017,0.3265
헤라클레스 : 레전드 비긴즈,2014-04-10,221327,0.0078
노미오와 줄리엣,2011-04-14,221176,0.0966
언프렌디드: 친구삭제,2015-05-07,219678,-0.055999999999999994
노아의 방주: 남겨진 녀석들,2015-04-30,219621,0.1885
1급기밀,2018-01-24,217803,0.0448
50가지 그림자: 해방,2018-02-21,217785,0.1698
나는 공무원이다,2012-07-12,217493,0.1515
속닥속닥,2018-07-13,217444,-0.0392
짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,217320,0.0827
메카닉,2011-02-24,217077,0.045
원피스 필름 골드,2016-12-08,216861,0.1171
송 포 유,2013-04-18,216852,0.2719
그린랜턴: 반지의 선택,2011-06-16,216676,0.0141
루돌프와 많이있어,2016-12-28,215993,0.1687
극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,215203,0.2395
벽 속에 숨은 마법시계,2018-10-31,215029,0.35
허리케인 하이스트,2018-03-14,214949,0.0588
독수리 에디,2016-04-07,214003,0.2523
한 솔로: 스타워즈 스토리,2018-05-24,213980,0.0424
덤보,2019-03-27,212836,0.0
아이 엠 어 히어로,2016-09-21,212599,-0.0135
