movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,영화명,영문명,감독명,개봉일,키워드,줄거리,수상내역,_merge
,,,,,,,,,,,,2차세계대전타임트랙,Flight World War 2,에밀 에드윈 스미스,2016-07-07,,"미국에서 영국으로 향하던 42편 비행기는 운행 도중 이상한 불빛을 만난다. 곧 어딘지 알 수 없는 지역을 떠돌게 된 비행기. 당황한 '윌리엄' 기장과 '다니엘' 부기장은 자신들의 현재 위치를 알아내려 하지만 실패하고, 마침 비행기에 탑승하고 있던 역사학자 '베넷'과 '데일'은 비행기가 1940년대 2차 세계대전 중인 프랑스 생 나제르 지역이 와 있다고 이야기한다. 하지만 사람들은 비행기가 시간을 거슬러 왔다는 사실을 믿지 못한다. 설상가상으로 이들이 탄 비행기는 독일군의 공격을 받게 되는데...",,right_only
,,,,,,,,,,,,303전투비행단,303 Squadron,데니스 델릭,2019-05-16,"제2차세계대전,실화바탕,공중전,폴란드,독일군,전투기,영국군,비행사","2차 세계대전의 감격 실화! 사상 최대의 공중전!  1940년, 독일 공군에 전패를 당한 영국은  폴란드군으로 구성된 일개 총알 받이 역할을 맡을 '303 전투 비행단'을 만든다.  하지만, 독일 공중전에 참전한 '303 전투 비행단'은 손실 없이 백전백승을 거두게 된다.  이후 독일은 모든 전투기와 공습기를 총동원한 공격을 감행하고,  목숨을 건 2차 세계 대전의 사상 최대 공중전이 시작되는데...",,right_only
,,,,,,,,,,,,3096일,,쉐리 호만,2013-09-26,"감금,납치,탈출,8년,사육,학대,실화바탕","그가 원한 것은 복종과 사육, 그리고 나는 완전한 그의 소유가 되었다! 나는 나타샤 캄푸쉬. 8년전 납치당했습니다. 1998년3월2일, 열살 나타샤 캄푸쉬는 등교길에 납치당한다. 지하의 1.5평 작은방에 갖힌 나타샤. 범인은 그녀에게  복종 만을 강요하고, 상습적인 구타와 폭언, 굶김으로 그녀를 사육하기 시작한다. 그가 누구인지, 왜 납치했는지 이유를 모른 채, 기아와 학대를 견디지 못하고 점점 그의 완전한 소유물이 되어가는 나탸샤. 8년뒤 어느날 범인이 잠시 방심한 사이 탈출을 시도하는데…",,right_only
,,,,,,,,,,,,310투유마,,제임스 맨골드,2015-10-08,,"서부 일대를 두려움에 몰아 넣은 악명 높은 전설의 무법자 벤 웨이드(러셀 크로우)가 아리조나 주에서 체포된다. 번번이 벤 웨이드에게 거액의 돈을 탈취당했던 남태평양 철도회사는 벤 웨이드를 교수대가 있는 유마의 법정에 세우기 위해 3시 10분 유마 행 죄수호송열차에 그를 태울 호송대원을 모집한다.그러나 벤 웨이드와 잔인한 그의 부하들에 대한 두려움 때문에 누구도 선뜻 나서지 못하고…. 아픈 아들과 생활고 때문에 돈이 필요한 댄 에반스(크리스챤 베일)는 가족의 생계를 위해 호송대원을 자청해 목숨을 건 호송작전에 참여하게 된다.3시 10분 유마 행 열차까지 남은 시간은 72시간! 벤 웨이드의 집요한 탈출시도와 그의 부하들의 잔인한 복수가 시작되면서 호송대원들은 하나 둘 목숨을 잃어가고, 남아있던 사람들마저 도망을 가버리고 만다. 결국 남은 사람은 댄 한 사람! 과연, 댄은 벤을 3시 10분 유마 행 열차에 태울 수 있을까?",,right_only
,,,,,,,,,,,,33리,33Li (33Ri),조승연,2013-09-05,"꿈,래퍼,엄마,현실,노력,힙합",꿈을 ?아오다 나이만 먹어버린 33살의 래퍼 석용.나름대로 열심히 노력해보지만 현실은 생각보다 쉽지 않다.이런 석용에게 엄마의 지나친 관심은 늘 갑갑하기만 하다.,"부산국제단편영화제 (옛 부산아시아단편영화제, 한국 창작 단편 영화제, 부산단편영화제)(2012) : 기술상 - 조승연|전북독립영화제(2012) : 다부진상(우수상) - 조승연",right_only
,,,,,,,,,,,,400데이즈,400 Days,,2015-11-12,,,,right_only
,,,,,,,,,,,,44인치가슴,,말콤 벤빌,2013-08-15,"불륜,내연남,남편,실내극형식",감히 내 친구의 마누라를 건드려?!친구의 아내는 우리들이 지킨다!평소와 다름없이 조용한 하루를 보내고 있던 중년 부부 콜린과 리즈에게 일상을 깨는 사건이 발생한다. 바로 리즈가 자신의 외도를 고백하며 관계를 끝내자고 한 것이다. 남편 콜린은 믿기 힘든 현실을 부정하고 결국 아내와 다투게 된다.  집을 나간 아내로 인해 콜린은 집에 혼자 남게 되고 실의에 빠진 그의 소식을 접한 친구들이 하나 둘씩 모이기 시작한다. 결국 그들은 뜨거운 우정을 발휘하여 내연남을 납치하는 계획을 세우게 되는데…,,right_only
47미터,2017-07-19,590036.0,['씨네그루(주)키다리이엔티'],조하네스 로버츠,Johannes Roberts,"['스릴러', '공포(호러)']",47metersdown,['영국'],"[('맨디 무어', ''), ('클레어 홀트', ''), ('매튜 모딘', '')]",89.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,47미터,,조하네스 로버츠,2017-07-20,,"47M 바닷속으로 추락한 '샤크 케이지'!남은 산소량 15%, 숨 쉴 수 있는 시간 단 20분! 반드시 살아남아야 한다!멕시코의 태평양 연안에서 특별한 휴가를 맞은 ‘리사’와 ‘케이트’. 잊을 수 없는 추억을 만들기 위해 익스트림 스포츠인 상어 체험(샤크 케이지)에 도전한다.하지만 즐거움도 잠시, 자매가 올라 탄 케이지는 알 수 없는 사고로 순식간에 심해 47미터까지 추락하고 만다.무시무시한 식인 상어 무리에 둘러싸인 '샤크 케이지' 속에서산소 탱크로 버틸 수 있는 시간은 단 20분!올 여름, 극강의 서바이벌 스릴러가 찾아온다!",,right_only
,,,,,,,,,,,,4명의암살자,,스텐리 J. 오젤,2014-12-23,,"최고의 실력을 가진 청부살인업자인 마커스, 일라이, 코딜리아, 체이스가 홍콩의 한 호텔에서 모임을 갖는다. 이들에겐 해결해야할 일이 있었다. 이들이 '그분'이라고 일컫는 보스가 일라이, 코딜리아, 체이스를 보내 마커스에 대한 책임을 추궁하게 한 것이다. 마커스는 싱가폴에 사는 부부를 처리하기로 했지만 여자를 죽이지 못하고 살려둔 것이다. 보스가 전화하기로 한 시간은 밤 10시. 그때까지 일라이와 마커스, 코딜리아는 옛이야기도 하면서 식사를 한다. 화기애애한 분위기는 계속되지 못한다. 소외감을 느낀 다혈질인 체이스의 우발적인 행동으로 코딜리아가 죽게 되고 그 와중에 일라이는 지병으로 쓰러진다. 체이스는 마커스에게 고문을 가하며 위협하지만 묶인 손을 푼 마커스와 체이스가 혈투를 벌이고 결국 마커스는 체이스를 죽인다. 깨어난 일라이의 도움으로 마커스는 그가 살려서 보호해왔던 여자와 함께 새로운 인생을 시작하려 하는데....",,right_only
500일의썸머,2010-01-21,140458.0,"['(주)팝엔터테인먼트', '이십세기폭스코리아(주)']",마크 웹,Marc Webb,"['드라마', '멜로/로맨스']",500daysofsummer,['미국'],"[('조셉 고든 레빗', '탐'), ('주이 디샤넬', '썸머'), ('제프리 아렌드', '맥켄지'), ('클로이 모레츠', '레이첼 핸슨')]",95.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,500일의썸머,,마크 웹,2016-06-29,"비서,비틀즈,사표,운명,음악,카드,사랑,이별,롤링스톤즈,이케아","“우연은 우주의 이치다!”자신의 인생을 바꿔줄 운명적 사랑을 기다리는 순수 청년 ‘톰’, 어느 날 회사에 새로운 비서로 나타난 ‘썸머’를 처음 보는 순간 대책 없이 사랑에 빠져든다. “나는 진지하고 싶지 않아!”구속 받기 싫어하고 혼자만의 삶을 즐기는 자유로운 여자 ‘썸머’,누군가의 여자이기를 거부하는 ‘썸머’는 ‘톰’과 친구도, 애인도 아닌 애매한 관계를 이어간다.“저기… 우리는 무슨 관계야?”‘썸머’를 평생 함께 할 천생연분이라 확신하는 ‘톰’. 하지만 어딘지 어긋나고 삐걱대는 두 사람이제 둘 관계의 변화를 위한 선택이 필요한 순간이 다가오는데..",,right_only
,,,,,,,,,,,,50가지욕망의그림자,,자레드 콘,2017-11-02,,"40대 이혼녀인 ‘미셸’은 우연히 식당에서 ‘라이언’이란 남자를 만나 뜨거운 관계를 갖게 되는데 점점 그에게 이끌려 변태적인 성관계에 빠져든다. 아버지의 투자회사에서 일하는 미셸은 라이언에게 빠져 회사의 중요한 계약까지 망치고 점점 인생이 망가져 간다.그러던 어느 날, 집에 돌아온 미셸은 자신의 딸이 라이언과 함께 침대에 있는 광경을 목격하게 되고 라이언에게 딸에게서 떠나라고 소리치지만 소용없다. 그녀는 그런 라이언을 처단할 방법을 찾게 되는데..그녀는 강렬한 유혹을 뿌리치고 모든 것을 제자리로 돌려놓을 수 있을까?",,right_only
,,,,,,,,,,,,50대장모님의불타는사위사랑,( 50dae jangmonimui bultaneun sawi sarang ),김두민,2017-12-04,,예비 사위와 장모의 성행각을 다룬 성애 영화,,right_only
,,,,,,,,,,,,51구역,,제이슨 코너리,2011-12-01,"군사기지,네바다,사막,여론,의혹","음모와 비밀로 뒤섞인 51구역...  과연 그 곳의 비밀은 밝혀질 것인가?    미국 네바다 주 사막에 위치한 미군의 비밀 군사기지인 ‘51구역’. 이 곳은 주변에 민간인이 접근만 하더라도 즉시 사살한다는 경고 문구와 함께 항상 삼엄한 경비가 이어지고 있는 곳으로 유명하다. 철저한 보안 속에 ‘51구역’에 대한 의혹은 날로 더해가고 기지를 공개하라는 여론의 압박이 거세지자 미국 정부는 마지 못해 ‘51구역’을 여론에 공개하기로 하고, 유명 언론인 4명의 기지 방문을 허용한다. 하지만 이는 눈가림일 뿐 정부는 기지의 일부만을 공개함으로써 ‘51구역’에 대한 의혹과 음모론을 잠재우고자 하는 계획에 불과했던 것. ‘51구역’에는 어떤 비밀들이 잠들어 있으며 그 곳의 비밀들은 과연 밝혀질 수 있을 것인가?",,right_only
,,,,,,,,,,,,5to7,5 to 7,빅터 레빈,2015-11-19,,"24살 뉴요커, 풋내기 작가 지망생 브라이언매일매일 출판사의 거절 레터를 받으며 하루하루 지쳐가는 브라이언. 그는 어느 날 길을 걷다가 그의 가슴에 들어온 운명의 그녀 아리엘을 만난다. 인어공주와 같은 이름을 가진 그녀는 뉴욕에 온지 얼마 안 된다고 이야기하고 브라이언은 완숙하며 지적인 매력을 가진 그녀에게 더욱 끌리는데…33살 파리지엔느, 완숙한 그녀 아리엘파리에서 온지 얼마 안되어서 아직 뉴욕이 낯선 그녀 아리엘. 그녀에게 다가온 브라이언 때문에 사랑을 믿지 않던 그녀가 흔들린다. 프랑스에선 배우자가 있어도 자신만의 시간을 가질 수 있는 오후 5시에서 7시. 아리엘은 브라이언에게 5시에서 7시까지의 특별한 데이트를 제안하는데…센트럴 파크, 쿠겐하임 미술관, 쉐리-르만 와인샵, 크로포드 도일 서점… 뉴욕의 가을 속에서 이들의 시크릿 로맨스가 시작된다!",,right_only
,,,,,,,,,,,,5데이즈오브워,,레니 할린,2012-12-27,"대통령,개혁,실패,독립","당시 조지아의 대통령이던 미하일 사카슈빌리(앤디 가르시아 역)가 사회개혁 실패에 따른 국민들의 지지율이 계속 하락하자, 영토회복의지라는 국면전환용으로 조지아에 분리독립을 요구해 온 친 러시아 성향의 자치주 남오세티야공화국에 대한 무력침공을 감행하였고, 이에 남오세티야에 평화유지군을 파견하고 있던 러시아가 자국민보호를 주장하며 즉각 대규모 군대를 파병함에 따라 단번에 조지아와 러시아간의 전쟁으로 확산되었다. 이 참혹한 전쟁의 진실이 밝혀지는데….",,right_only
,,,,,,,,,,,,5솔저스,T.I.M.,오누르 이잇,2019-02-18,"최정예요원,특수부대,테러집단,테러진압부대,비밀작전,동료의 죽음","국가를 위협하는 테러리스트와의 전쟁이 시작된다!테러범들의 습격으로 16명의 전우를 잃은 ‘세르다’ 중령무전을 끄고 테러범을 처단하지만, 명령 불복종으로 정직당하게 된다.한편, 계속되는 습격에 국가는 비공식 작전 수행을 위한 극비 부대의 총지휘관으로 ‘세르다’ 중령을 지목하는데…즉각적 대응이 불가능한 상황 속, 최정예 특수부대의 탄생!2월, 모두를 살리기 위한 외로운 사투가 시작된다!",,right_only
,,,,,,,,,,,,5월1일,First of May,주격태,2016-04-28,,"“사람을 좋아한다는 건 어떤걸까?”“당시엔 이해 못 했는데 이젠 알게 됐어”같은 학교의 동급생인 17살의 린커밍과 왕레이.왕레이를 향한 마음을 짓궂게 표현하는 린커밍과그런 그가 부담스럽지만 자꾸 눈길이 가는 왕레이.그러던 어느 날, 린커밍은 용기내서 왕레이에게 사랑을 고백하지만,그 마음은 온전히 전달되지 못한 채 둘의 열일곱은 끝이 난다. 20년 후 한 아이의 엄마로, 한 여자의 남자로 살아가는 두 사람.반복되는 일상에서 우연히 왕레이를 꼭 닮은 소녀를 마주친 린커밍은 다시 한번 그녀를 떠올리게 되는데…여전히 내 기억 속에 남아있는 그 소녀를 추억하다!",,right_only
5투7,2015-11-19,4921.0,"['㈜코리아스크린', '와이드 릴리즈(주)']",빅터 레빈,Victor Levin,"['코미디', '멜로/로맨스']",5to7,['미국'],"[('안톤 옐친', ''), ('베레니스 말로에', ''), ('올리비아 썰비', '')]",96.0,15세이상관람가,,,,,,,,left_only
,,,,,,,,,,,,600결사대,Defenders,"유희,한평",2019-02-28,"상해전투,실화바탕,중일전쟁,최정예요원,군부대,일본군,시가전","600 영웅의 상해 전투 실화!1937년 8월, 막강한 화력의 일본군은 하루면 상해를 점령할 수 있다고 자만하며 본토에 상륙한다.그러나 상해로 가는 관문 도시 바오산에는 600명의 중국 최정예 부대가 기다리고 있었고, 일본군은 예상 밖 대패에 발이 묶인다.하지만 일본의 대규모 지원군이 도착해 결국 바오산은 함락되고, 600명의 결사대는 자신의 이름을 전사자 명단에 적으면서 지옥의 시가전을 준비한다.살아서는 부대의 형제, 죽어서는 부대의 유령이 될 것이다!",,right_only
,,,,,,,,,,,,60년전사선에서,"60 Years Ago, Last Voice 2010",박성미,2010-06-24,"6.25,전쟁노병,증언,전우회,625,한국전쟁","전쟁이 일어난 지 60년이 지난 2010년, 흑백 필름 속에 존재 했던 젊은 사병들이 백발 노인이 되어 그때 그 순간의 기억들을 육성으로 남긴 전쟁 기록 다큐멘터리.연출노트: “2009년, 종군기자들이 촬영한 6.25전쟁 미공개필름이 발견되었다. 문득 60년동안 저 전쟁속에 있었던 스무살 청년들의 이야기가 듣고 싶어졌다. 보훈병원에서 전쟁기념관에서 전우회에서 만난 노인들은 60년전의 그날 그 시간, 내 옆의 전우의 이름까지 모두 기억하고 있었다. 죽어도 잊지 못할 기억을 가진 늙은 노병들과 기억조차 없는 내가 60년의 기억을 공유한다. 나는 이제 영화를 통해 이들을 기억하게 될 것이다.”한국전쟁 60주년을 기념해 제작된 다큐멘터리 영화. 2009년 발견된 미공개필름 ‘정의의 진격’영화필름과 전쟁 당시 스무살 남짓의 젊은 군인들의 육성증언에 기반해 기획 및 제작됐다.",,right_only
,,,,,,,,,,,,60일의썸머,60 days of summer (60irui sseommeo),김희영,2018-10-25,"가족회복,현대가족관계,가족의사랑,소통부재,갈등과화해,손자,할아버지","아름다운 노년의 동일과 망나니 재훈의 가족스토리!동네에서 제일 멋진 70대 노인 동일테블릿pc를 보며 요리를 만들고 SNS에 사진도 올릴 줄 아는 신세대 노인그야말로 홀로 즐기며 사는 멋진 노인이다.그런 동일에게 최대의 위기가 닥친다. 연을 끊고 살던 아들이 재혼을 핑계로 손자를 맡기고 미국으로 떠난 것. 혼자만의 여유로운 생활을 만끽하던 동일의 삶은 굴러 들어온 돌인 재훈으로 인해 흔들리기 시작하고, 재훈은 재훈대로 세상에서 꼰 대가 제일 싫은 폭풍의 청년기이고 동일은 동일대로 황혼인생이 가장 중요한 황금 노년기 이다. 할아버지와 손자 동일과 재훈은 단 둘이 살아갈 생각에 암담하기만 한데… 그 즈음 동네에선 노인들을 상대로 한 범죄가 일어나고, 아무 일도 없기를 바라던 동일이지만, 동일 역시 범죄의 대상이 된다. 그런 동일을 위해 범인을 잡고자 재훈이 나서고, 동일은 재훈의 친구를 의심하는데… 과연 재훈은 할아버지 동일과 화해할 수 있을까? 동일이 간절히 바라던 찬란하고 아름다운 그의 황혼은 과연 어떻게 될까?",,right_only
,,,,,,,,,,,,64파트1,Rokuyon: Zenpen,제제 타카히사,2017-03-16,,"“아이가 없어진다는 것, 그것이 어떤 건지 경찰은 그것도 모르는 겁니까?”‘쇼와 64년(1989년)’ 전대미문의 아동 유괴 살인사건이 발생한다.하지만 사건은 제대로 수사되지 못한 채 14년이 흐른다. 공소시효를 1년 남긴 어느 날,새로 취임한 경찰청장은 자신의 업적을 남기고자 ’64 사건’의 재수사를 지시한다. 청장은 보여주기식 재수사를 위해 ’64 사건’의 유족을 방문하려 하고,경찰 공보관 ‘미카미’는 유족을 찾아 설득해 보지만딸을 잃은 고통 속에 살아가던 소녀의 아버지는 청장의 방문을 허락하지 않는다.그의 허락을 구하기 위해 사건을 파헤치던 미카미는당시 사건을 수사했던 경찰들을 만나면서그들이 무언가 숨기고 있음을 직감하고사건의 진실을 추적하기 시작하는데…모두가 그토록 숨기려 했던, 그 날의 진실이 밝혀진다!",,right_only
,,,,,,,,,,,,64파트2,Rokuyon: Zenpen,제제 타카히사,2017-04-26,,"“모두에게 잊혀졌지만 우리는 그날을 잊지 않았다!”'64 사건'으로 불리는 1989년 아동유괴살인사건이미제로 남은 지 14년이 지난 어느 날, 그와 흡사한 또 다른 아동유괴사건이 발생한다. 백화점에서 가장 큰 여행가방에 2억원을 넣어 특정 장소로 가져오라는범인의 요구는 과거의 '64 사건'과 너무나 유사한 형태를 띠고 있다.유괴사건이 발생했음에도 경찰 내부에서는 단순한 모방범죄라며사건의 언론 공개를 꺼려하고 사건의 자세한 정보가경찰 홍보실 공보관 '미카미'에게조차 알려지지 않는 가운데,사건의 정보를 입수한 기자협회는 유괴사건 피해자의 실명을 내놓으라며'미카미'를 압박해 오는데...모두가 그토록 숨기려 했던, 그 날의 진실이 밝혀진다!",,right_only
,,,,,,,,,,,,6솔져스,To Die for,M. 차가타이 토순,2019-05-29,"터키,국경수비대,테러범,특공대원","터키 국경 지역에서 잔악무도한 테러 단체가 판치는 가운데, 알파슬란 대위가 이끄는 특수부대가 아군을 돕기 위해 진격에 나선다. 하지만 알파슬란의 절친한 동료이자 공군 소속 오누르 대위가 공습 도중 실종된다. 이에 알파슬란의 6명 특수 부대원은 테러범보다 먼저 오누르 대위를 찾기 위해, 그리고 조국을 지키기 위한 마지막 방어선을 지키기 위해 목숨을 바친 위험한 전쟁을 시작하는데...!어떤 상황에서도 끝까지 전진한다! 거대한 테러에 맞선 위대한 전쟁을 확인하라!",,right_only
,,,,,,,,,,,,6웨이투다이,,나딤 사우마,2017-08-31,,"북미 최대 규모의 마약 밀매업자 ‘선 다운’에게 가족을 잃은 ‘존 도’.세상에서 가장 잔인한 복수를 위해 선 다운의 자유, 돈, 명성, 충성심, 사랑 그리고 목숨을 차례대로 빼앗는 복수를 계획한다. 이를 위해 존 도는 계획을 실행시켜줄 5명의 킬러를 고용하는데…5명의 킬러가 선보이는 6가지 복수!과연 존 도는 선 다운을 몰락시킬 수 있을 것인가?",,right_only
