영화명,개봉일,키워드,수상내역,순번,감독,제작사,수입사,배급사,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,API구분
레전드 워리어,2018-03-28,"대천사가브리엘,악마,성경,사탄,퇴마",,8353.0,아즈말 자히르 아메드,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,1,"1,000",1,0,0,스릴러,15세이상관람가,일반영화,both
막달라 마리아: 부활의 증인,2018-03-28,,,1853.0,가스 데이비스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,영국,111,"214,792,200","30,833","99,004,200","14,257",드라마,12세이상관람가,일반영화,both
발칙한 여자들:달아오른 옆집 여자와 친구 엄마,2018-03-28,"아줌마,팬티,친구엄마,성적호기심",,8591.0,히로아키,,(주)영진크리에이티브,(주)영진크리에이티브,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,both
해피 어게인,2018-03-28,"독신자,상처치유,상처,새출발,가족드라마",,2319.0,커트 보엘커,,(주)엣나인필름,(주)엣나인필름,개봉영화,장편,미국,98,"104,133,900","14,134","66,054,500","8,693",드라마,15세이상관람가,독립/예술영화,both
더 월,2018-03-29,,,6671.0,데이빗 킨셀라,,(주)드림팩트엔터테인먼트,(주)드림팩트엔터테인먼트,개봉영화,장편,노르웨이,6,"49,000",32,"12,000",6,다큐멘터리,15세이상관람가,독립/예술영화,both
밤은 짧아 걸어 아가씨야,2018-03-29,"캠퍼스,짝사랑,일본소설원작,B급영화,헨타이",2017 판타지아영화제 동상 - 베스트애니매이션  2017 오타와국제애니메이션페스티벌 대상 - 장편 애니메이션,2838.0,유아사 마사아키,,(주)미디어캐슬,(주)라이크 콘텐츠,개봉영화,장편,일본,45,"51,696,700","6,618","38,547,000","4,878",애니메이션,12세이상관람가,독립/예술영화,both
"섹스 후, 5일간의 여행",2018-03-29,"점성술,우연한만남,인연,로드무비,별자리,인생역전,사주팔자",,6617.0,대니 버데이,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,5,"57,000",38,"16,000",8,드라마,15세이상관람가,독립/예술영화,both
인투 더 나잇,2018-03-29,"로큰롤,밴드,록밴드,멤버결성",,4596.0,갈재민,(주)시네마달,,(주)시네마달,개봉영화,장편,한국,14,"4,704,300",593,"4,636,000",584,다큐멘터리,12세이상관람가,독립/예술영화,both
프렌치 커넥션: 마약수사,2018-03-30,"프랑스마피아,치안판사,부패경찰,마약,헤로인,특별수사반",,6666.0,세드릭 히메네즈,,(주)더블앤조이픽쳐스,(주)더블앤조이픽쳐스,개봉영화,장편,프랑스,4,"222,000",33,0,0,범죄,15세이상관람가,독립/예술영화,both
맛있는 유혹,2018-04-03,"바나나,자위,오나니,남자,질투",,8432.0,이민,(주)케이알씨지,,(주)케이알씨지,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화,both
레이디 버드,2018-04-04,"불량학생,유년시절,성장담,엄마와딸,배우출신감독,골든글로브시상식,여고생,전학","전미비평가협회상(2018) : 감독상 - 그레타 거윅|전미비평가협회상(2018) : 각본상 - 그레타 거윅|전미비평가협회상(2018) : 작품상 -|전미비평가협회상(2018) : 여우조연상 - 로리 멧칼프|뉴욕비평가협회상(2017) : 여우주연상 - 시얼샤 로넌|뉴욕비평가협회상(2017) : 작품상 - 그레타 거윅|LA비평가협회상(2017) : 여우조연상 - 로리 멧칼프|골든글로브 시상식(2018) : 작품상-뮤지컬코미디 - 그레타 거윅|골든글로브 시상식(2018) : 여우주연상-뮤지컬코미디 - 시얼샤 로넌|제 40회 밀 밸리 영화제 미국영화 - 은상 (그레타 거윅) / 제 30회 시카고 비평가 협회상 작품상 (그레타 거윅) ,  유망연출상 (그레타 거윅),  여우주연상 (시얼샤 로넌),  여우조연상 (로리 멧칼프) /  제 29회 팜스프링스 국제영화제  데저트 팜 공로상 (시얼샤 로넌) 수상",1295.0,그레타 거윅,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),개봉영화,장편,미국,344,"794,126,700","97,777","448,029,200","53,878",코미디,15세이상관람가,일반영화,both
아이다,2018-04-04,"필름오페라,오페라원작,오페라,베르디",,3706.0,시린 네샤트,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,개봉영화,장편,독일,11,"46,091,500","2,002","26,401,500","1,088",공연,전체관람가,일반영화,both
덕구,2018-04-05,"할아버지,손자,선물,이별,조손가정,맞벌이부부",,859.0,방수인,"(주)영화사두둥,(주)곰픽쳐스",,메가박스중앙(주)플러스엠,개봉영화,장편,한국,544,"2,320,819,700","306,126","399,790,500","50,850",드라마,전체관람가,일반영화,both
바람 바람 바람,2018-04-05,"바람둥이,카사노바,성인영화,철부지,섹시코미디,불륜",,415.0,이병헌,(주)하이브미디어코프,,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,한국,985,"9,702,206,675","1,183,959","2,250,342,475","271,361",코미디,청소년관람불가,일반영화,both
바람의 색,2018-04-05,"도플갱어,마술사,로맨스,러브레터,훗카이도,설원,한일합작,1인2역",,3798.0,곽재용,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,개봉영화,장편,일본,46,"13,662,900","1,812","7,194,100",933,판타지,12세이상관람가,독립/예술영화,both
번개맨과 신비의 섬,2018-04-05,"뮤지컬형식,공연영상,번개맨,번개파워",,1514.0,김지열,"힘컨텐츠(주),한국교육방송공사 EBS",,"힘컨텐츠(주),(주)디스테이션",개봉영화,장편,한국,191,"481,474,700","59,923","93,936,000","11,486",가족,전체관람가,일반영화,both
부라더 2018,2018-04-05,"형제,형제애,마약,파멸,약물중독",,6771.0,제임스 프랭코,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,4,"36,000",25,"16,000",8,드라마,청소년관람불가,독립/예술영화,both
새오빠2,2018-04-05,"새아빠,새오빠,근친상간,의붓남매,배다른남매,콩가루",,5604.0,조태호,(주)영화사가을,,(주)영화사가을,개봉영화,장편,한국,20,"765,000",129,"362,000",64,멜로/로맨스,청소년관람불가,일반영화,both
일주일 그리고 하루,2018-04-05,"아들의죽음,애도,이상행동,트라우마,일탈,유대인",,4915.0,아사프 폴론스키,,알토미디어(주),알토미디어(주),개봉영화,장편,이스라엘,9,"2,483,000",353,"1,303,000",164,드라마,15세이상관람가,독립/예술영화,both
선생님!... 좋아해도 될까요?,2018-04-06,"여고생,선생님,사랑",,4582.0,미키 타카히로,,(주)스마일이엔티,(주)스마일이엔티,개봉영화,장편,일본,6,"4,903,000",604,"2,581,000",318,드라마,12세이상관람가,독립/예술영화,both
S걸의 덫,2018-04-10,"유흥업소,매춘단속,단속,검사,매춘부",,10459.0,그레고리 하타나카,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,브라질,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,both
매니저,2018-04-10,"성인영화,성인영화배우,영화제작과정,체코,여배우",,5678.0,백마,유로 프로덕션,,유로 프로덕션,개봉영화,장편,한국,20,"699,000",120,"371,000",66,멜로/로맨스,청소년관람불가,일반영화,both
지상최대전투:갈리폴리,2018-04-10,"전쟁,갈리폴리,터키역사",,6101.0,케말 우준,,미디어소프트,미디어소프트,개봉영화,장편,터키,1,"300,000",60,"300,000",60,전쟁,12세이상관람가,일반영화,both
하숙집 여주인의 목적-감독판,2018-04-10,"하숙집,여주인,애인대행,속옷,정분",,10318.0,이민,(주)케이알씨지,,(주)케이알씨지,개봉영화,장편,한국,1,"2,000",1,"2,000",1,멜로/로맨스,청소년관람불가,일반영화,both
"그날, 바다",2018-04-12,"세월호참사,진실,팩트,사회고발,고발영화,자로",,643.0,김지영,프로젝트 부,,(주)엣나인필름,개봉영화,장편,한국,611,"4,445,554,528","540,558","1,157,399,300","136,574",다큐멘터리,15세이상관람가,독립/예술영화,both
극장판 프리! - 테이크 유어 마크 -,2018-04-12,"TV애니메이션원작,극장판,고등학교,수영선수,쿄애니,학원물",,2028.0,카와나미 에이사쿠,,(주)엔케이컨텐츠,(주)디스테이션,개봉영화,장편,일본,66,"134,696,500","22,767","75,690,500","13,391",애니메이션,전체관람가,독립/예술영화,both
내 이야기!!,2018-04-12,"첫사랑,고릴라,만화원작,실사판,일본만화원작",,2224.0,카와이 하야토,,(주)오렌지옐로우하임,(주)영화사오원,개봉영화,장편,일본,143,"141,565,800","16,467","59,019,100","6,908",멜로/로맨스,12세이상관람가,독립/예술영화,both
눈꺼풀,2018-04-12,"외딴섬,노인,망자,원혼,씻김굿,제사,제삿밥,위령제,추모,애도,세월호참사,희생자",부산국제영화제(2015) : CGV아트하우스상 - 오멸|들꽃영화상(2019) : 음악상 - 정채웅,4424.0,오멸,주식회사 자파리필름,,(주)영화사 진진,개봉영화,장편,한국,14,"5,942,200",820,"4,029,500",512,드라마,15세이상관람가,독립/예술영화,both
달링,2018-04-12,"커플,감염,전신마비,헌신적사랑,장애극복",,1948.0,앤디 서키스,,그린나래미디어(주),(주)팝엔터테인먼트,개봉영화,장편,영국,147,"204,458,500","25,872","82,263,300","10,294",드라마,12세이상관람가,독립/예술영화,both
델 플라야,2018-04-12,"할로윈,연쇄살인,연쇄살인마,고교생",,8227.0,숀 하트,,주식회사 플릭스코,주식회사 플릭스코,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화,both
램페이지,2018-04-12,"게임원작,게임영화화,괴수영화,고릴라,몬스터,유전자변이,거대괴수,파괴,블록버스터,더락,드웨인존슨,램페이지",,375.0,브래드 페이튼,,워너브러더스 코리아(주),워너브러더스 코리아(주),개봉영화,장편,미국,909,"11,951,980,109","1,385,511","2,979,863,959","329,834",액션,12세이상관람가,일반영화,both
맨 오브 마스크,2018-04-12,"베스트셀러원작,프랑스소설원작,오르부아르,화가,사기극,파리","2018 세자르영화제 각색상,미술상,의상상,촬영상,프로덕션상",2747.0,알베르 뒤퐁텔,,미디어소프트,(주)라이크 콘텐츠,개봉영화,장편,프랑스,56,"60,543,100","7,613","42,036,800","5,144",드라마,12세이상관람가,독립/예술영화,both
머니백,2018-04-12,"돈가방,소동극,인간군상",,1579.0,허준형,(주)젠픽쳐스,,(주)리틀빅픽쳐스,개봉영화,장편,한국,472,"411,511,600","52,618","105,898,500","12,994",액션,15세이상관람가,일반영화,both
스파키,2018-04-12,"동물용사,원숭이,우주,친구들,3D애니메이션",,1780.0,"아론 우들리,애론 우들리",(주)레드로버,,예지림엔터테인먼트,개봉영화,장편,한국,312,"257,040,200","35,436","41,353,300","5,315",애니메이션,전체관람가,일반영화,both
콰이어트 플레이스,2018-04-12,"극한상황,가족,생존,사투,침묵,외계생명체",,655.0,존 크랜신스키,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,미국,677,"4,580,889,849","526,073","1,445,057,049","161,329",공포(호러),15세이상관람가,일반영화,both
호랑이보다 무서운 겨울손님,2018-04-12,"소설가,사랑과이별,옛애인,소설가지망생",,2646.0,이광국,영화사 벽돌,,"그린나래미디어(주),무브먼트",개봉영화,장편,한국,134,"70,058,900","8,680","44,562,500","5,323",멜로/로맨스,15세이상관람가,독립/예술영화,both
내친구아내,2018-04-13,"성기능장애,발기부전,유부남,친구의 아내,성행위,불륜,친구의친구를사랑했네",,8066.0,최은정,스마일컨텐츠,,스마일컨텐츠,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,both
그녀의 인생은 잘못이 없어,2018-04-19,"후쿠시마,일본소설원작,소설원작,동일본대지진,콜걸,성장영화,트라우마,어머니의죽음,쓰나미",,5183.0,히로키 류이치,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,개봉영화,장편,일본,0,"1,629,000",213,"865,500",114,드라마,청소년관람불가,독립/예술영화,both
극장판 뚝딱뚝딱 밥아저씨: 메가 머신의 역습,2018-04-19,"3D애니메이션,TV시리즈,bbc,극장판",,2733.0,스튜어트 에반스,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,개봉영화,장편,영국,90,"55,820,500","7,803","18,262,000","2,400",애니메이션,전체관람가,일반영화,both
나를 기억해,2018-04-19,"청소년범죄,문자메시지,정체불명,여교사,전직형사,연쇄사건,성범죄",,1139.0,이한욱,(주)오아시스이엔티,,씨네그루(주)키다리이엔티,개봉영화,장편,한국,545,"1,227,953,892","140,849","289,799,692","32,322",미스터리,청소년관람불가,일반영화,both
당신의 부탁,2018-04-19,"미망인,의붓아들,엄마와아들,동거",2018년 브졸국제아시아영화제 넷팩상,1951.0,이동은,(주)명필름,,CGV아트하우스,개봉영화,장편,한국,371,"205,547,428","25,652","81,657,728","9,615",드라마,15세이상관람가,독립/예술영화,both
몬태나,2018-04-19,"전직군인,서부극,인디언,미국역사,기병대,코만치",,1881.0,스콧 쿠퍼,,판씨네마(주),판씨네마(주),개봉영화,장편,미국,276,"231,968,300","29,354","92,654,700","11,794",드라마,15세이상관람가,독립/예술영화,both
무곡,2018-04-19,"검도,수련,죄책감,방황,무예",,6684.0,쿠마키리 카즈요시,,제인앤유,제인앤유,개봉영화,장편,일본,5,"67,000",31,"10,000",5,드라마,15세이상관람가,독립/예술영화,both
무문관,2018-04-19,"사찰,스님,독방,천일,산속수행",,2063.0,박대원,TBC,,영화사 마농(주),개봉영화,장편,한국,43,"164,068,700","21,506","31,213,800","3,805",다큐멘터리,전체관람가,독립/예술영화,both
블리딩 스틸,2018-04-19,"성룡,리얼액션,SWAT,거대조직,생체병기,마샬아츠,스페셜포스,국제범죄조직,특수요원",,3114.0,장립가,,(주)아펙스 엔터테인먼트,(주)박수엔터테인먼트,개봉영화,장편,중국,116,"38,266,600","4,754","10,903,300","1,382",액션,15세이상관람가,독립/예술영화,both
삼손,2018-04-19,"삼손,데릴라,성경,이스라엘,블레셋",,3748.0,브루스 맥도널드,,주식회사 풍경소리,(주)드림팩트엔터테인먼트,개봉영화,장편,미국,16,"14,298,400","1,908","6,185,800",745,액션,12세이상관람가,독립/예술영화,both
수성못,2018-04-19,"대학생활,서울상경,실종사건,흔들리는삶,흔들리는청춘",,3309.0,유지영,한국영화아카데미,,㈜인디스토리,개봉영화,장편,한국,36,"26,185,400","3,539","11,992,800","1,384",드라마,15세이상관람가,독립/예술영화,both
애프터매스,2018-04-19,,,4532.0,엘리어트 레스터,,㈜코리아스크린,㈜코리아스크린,개봉영화,장편,미국,21,"5,547,600",669,"1,719,600",191,드라마,15세이상관람가,독립/예술영화,both
정글번치: 최강 악당의 등장,2018-04-19,"정글,TV애니메이션원작,극장판,동물용사,동물캐릭터,시리즈,TV시리즈원작",,1754.0,다비드 알로,,그린나래미디어(주),(주)팝엔터테인먼트,개봉영화,장편,프랑스,331,"292,593,700","37,343","56,514,500","6,729",애니메이션,전체관람가,독립/예술영화,both
콜럼버스,2018-04-19,"한국계미국인,건축,모더니즘",,2712.0,코고나다,,"(주)제이브로,(주)콘텐츠게이트",(주)영화사오원,개봉영화,장편,미국,55,"66,577,000","7,977","49,874,900","5,819",드라마,12세이상관람가,독립/예술영화,both
크리미널 스쿼드,2018-04-19,"은행강도,범죄수사대,LA경찰,팝콘무비,마초",,1897.0,크리스찬 구드가스트,,(주)누리픽쳐스,(주)이수C&E,개봉영화,장편,미국,361,"236,627,200","28,477","71,926,200","8,659",범죄,15세이상관람가,일반영화,both
파파 오랑후탄,2018-04-19,"말레이시아,정글,오지,원주민,시한부인생,시한부,선교사,복음",,3738.0,이성관,시네마미션,,파이오니아21,개봉영화,장편,한국,3,"14,655,000","1,951","3,949,000",456,다큐멘터리,12세이상관람가,일반영화,both
판타스틱 우먼,2018-04-19,"트랜스젠더,사회적편견,아카데미상,사별,성소수자",아카데미 시상식(2018) : 외국어영화상 - 세바스찬 렐리오|베를린국제영화제(2017) : 에큐메니칼 심사위원상:특별언급 - 세바스찬 렐리오|베를린국제영화제(2017) : 데뷔작품상 - 세바스찬 렐리오|베를린국제영화제(2017) : 테디상:장편영화상 - 세바스찬 렐리오|2018 미국아카데미시상식 외국어영화상  2018 고야상 스페인어 영화상,2835.0,세바스찬 렐리오,,찬란,아이 엠,개봉영화,장편,칠레,45,"54,845,600","6,651","39,991,500","4,604",드라마,15세이상관람가,독립/예술영화,both
한낮의 유성,2018-04-19,"여고생,모태솔로,삼각관계,담임선생님,꽃미남,첫사랑,일본소설원작,소설쓰기",,2923.0,신조 타케히코,,(주)스마일이엔티,(주)스마일이엔티,개봉영화,장편,일본,108,"48,639,300","5,881","19,368,400","2,292",멜로/로맨스,12세이상관람가,독립/예술영화,both
19금 특별한 정사,2018-04-24,,,10433.0,닥터 필,(주)케이알씨지,,(주)케이알씨지,개봉영화,장편,한국,1,"1,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화,both
달밤체조 2015,2018-04-24,"사랑,일,삶,옴니버스영화,라디오PD,검사,라디오방송국,비리",,4706.0,"신봉철,박후인","달밤체조(주),(주)비싸이드 픽쳐스",,달밤체조(주),개봉영화,장편,한국,2,"3,493,000",499,"3,493,000",499,드라마,12세이상관람가,독립/예술영화,both
블러드 골드,2018-04-24,"전설,금,숲속,괴물,트레져헌터,보물사냥꾼",,6674.0,트래비스 베인,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,호주,5,"42,000",32,"4,000",2,액션,15세이상관람가,독립/예술영화,both
당갈,2018-04-25,"레슬링,금메달,전직운동선수,카스트 제도,페미니즘",,1242.0,니테쉬 티와리,,(주)미로스페이스,(주)넥스트엔터테인먼트월드(NEW),개봉영화,장편,인도,260,"906,416,500","109,441","458,846,200","54,661",액션,12세이상관람가,독립/예술영화,both
살인소설,2018-04-25,"부패정치인,별장,의문사,정치스캔들,함정",2018 판타스포르토국제영화제 감독주간-작품상,1616.0,김진묵,"(주)페퍼민트앤컴퍼니,리드미컬그린(주)",,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니",개봉영화,장편,한국,434,"392,591,200","49,682","110,034,500","13,655",스릴러,15세이상관람가,독립/예술영화,both
신 전래동화,2018-04-25,"패러디영화,고전의재해석,흥부 놀부,흥부전,심청전",,6638.0,이상훈,(주)스토리제이,,"(주)스토리제이,(주)드림팩트엔터테인먼트",개봉영화,장편,한국,6,"86,000",36,"34,000",17,코미디,15세이상관람가,독립/예술영화,both
아기곰 보보 구출 대작전,2018-04-25,"말하는 동물,동물캐릭터,동물용사",,2225.0,라스무스 A. 실버르센,,(주)컴퍼니엘,와이드 릴리즈(주),개봉영화,장편,노르웨이,207,"117,475,900","16,447","21,412,600","2,679",애니메이션,전체관람가,일반영화,both
어벤져스: 인피니티 워,2018-04-25,"어벤져스,시리즈,마블코믹스,아이언맨,슈퍼히어로",,14.0,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,개봉영화,장편,미국,"2,553","99,919,006,769","11,211,880","28,631,269,069","3,008,819",액션,12세이상관람가,일반영화,both
클레어의 카메라,2018-04-25,"홍상수,칸영화제,폴라로이드,삶의의미,정직",시네마테크KOFA가 주목한 한국영화(2019) : 선정작 - 홍상수,2601.0,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다,무브먼트",개봉영화,장편,한국,68,"75,289,300","9,430","50,194,600","6,107",드라마,15세이상관람가,독립/예술영화,both
레오나르도 다 빈치,2018-04-26,"천재소년,발명가,보물선,해적선,몬테크리스토섬",,1480.0,세르지오 맨피오,,(주)스마일이엔티,(주)스마일이엔티,개봉영화,장편,이탈리아,150,"509,942,200","64,405","129,135,000","15,703",애니메이션,전체관람가,독립/예술영화,both
렛 더 선샤인 인,2018-04-26,"화가,남성편력,사랑의상처,성장,자아성찰",2018 예테보리국제영화제 명예의 드래곤상  2018 세자르영화제 여우주연상,2946.0,클레르 드니,,"씨네블루밍,주식회사 씨네룩스",주식회사 씨네룩스,개봉영화,장편,프랑스,25,"46,340,071","5,756","34,211,671","4,023",코미디,15세이상관람가,독립/예술영화,both
실종: 비밀의 소녀,2018-04-26,"아버지의죽음,유산,실종사건,의문의소녀,농촌스릴러",,4946.0,칼 크리스티안 라베,,브릿지웍스 엔터테인먼트(주),브릿지웍스 엔터테인먼트(주),개봉영화,장편,노르웨이,5,"2,656,100",319,"2,111,600",244,범죄,15세이상관람가,독립/예술영화,both
챔피언,2018-05-01,"LA,팔씨름,팔씨름대회,세계챔피언,가족,입양아,해외입양아",,435.0,김용완,(주)코코너,,워너브러더스 코리아(주),개봉영화,장편,한국,874,"9,441,064,230","1,125,319","1,846,376,630","212,475",드라마,12세이상관람가,일반영화,both
굿 매너스,2018-05-03,"늑대소년,늑대아이,늑대인간,보름달,가정부,임산부,영화제수상작","시체스 국제판타스틱 영화제(2017) : Jose Luis Guarner 비평가상 - 줄리아나 로야스, 마르코 두트라|로카르노국제영화제(2017) : 특별심사위원상 - 줄리아나 로야스, 마르코 두트라|2017 리우데자네이루국제영화제 최고의 장편상  2018 제라르메국제판타스틱영화제 심사위원상",4422.0,"마르코 두트라,줄리아나 로자스",,(주)영화공간,노바엔터테인먼트,개봉영화,장편,브라질,9,"5,356,300",822,"3,256,700",387,판타지,청소년관람불가,독립/예술영화,both
매직빈,2018-05-03,"두부,사부,절대마법,마스터,슈퍼히어로,훈련생",,1548.0,조이 주,,(주)영화사 빅,(주)영화사 빅,개봉영화,장편,중국,534,"427,992,700","55,804","70,261,300","8,592",애니메이션,전체관람가,독립/예술영화,both
"부르고뉴, 와인에서 찾은 인생",2018-05-03,"아버지,위독,삼남매,와인,와인제조,가업,장인정신",,1572.0,세드릭 클래피쉬,,(주)티캐스트,(주)티캐스트,개봉영화,장편,프랑스,55,"462,165,900","53,175","293,428,900","33,266",드라마,15세이상관람가,독립/예술영화,both
십팔나한,2018-05-03,,,5876.0,심화신,,(주)소나무픽쳐스,(주)소나무픽쳐스,개봉영화,장편,중국,5,"391,000",76,"270,000",54,기타,15세이상관람가,독립/예술영화,both
얼리맨,2018-05-03,"월레스와 그로밋,클레이애니메이션,석기시대,청동기,매머드,원시인",,1213.0,닉 파크,,(주)퍼스트런,(주)이수C&E,개봉영화,장편,영국,597,"910,471,000","118,612","189,895,000","23,330",애니메이션,전체관람가,독립/예술영화,both
열다섯의 순수,2018-05-03,"사춘기,성장통,가정사,중학생,일탈",,4724.0,카이 히로카즈,,(주)디오시네마,(주)디오시네마,개봉영화,장편,일본,6,"3,806,700",487,"3,056,100",365,드라마,15세이상관람가,독립/예술영화,both
원더스트럭,2018-05-03,"미국소설원작,소설원작,시공초월,타임루프,소년소녀,향수,인연",,1945.0,토드 헤인즈,,"CGV아트하우스,그린나래미디어(주)",CGV아트하우스,개봉영화,장편,미국,111,"220,860,000","26,034","112,232,200","13,027",드라마,전체관람가,독립/예술영화,both
커다랗고 커다랗고 커다란 배,2018-05-03,"동물용사,동물캐릭터,신비의섬,3D애니메이션,소설원작",,1315.0,"필립 립스키,요르겐 레르담",,예지림엔터테인먼트,예지림엔터테인먼트,개봉영화,장편,덴마크,350,"737,815,900","94,151","118,028,000","14,674",애니메이션,전체관람가,독립/예술영화,both
레지던트 데블,2018-05-08,"좀비,바이러스,특수부대,특수대원,좀비물,고어물,고어영화",,8354.0,르네 페르즈,,(주)케이알씨지,(주)케이알씨지,개봉영화,장편,미국,1,"1,000",1,0,0,스릴러,청소년관람불가,일반영화,both
레슬러,2018-05-09,"레슬러,레슬링,아버지와아들,국가대표,전국가대표",,546.0,김대웅,(주)안나푸르나필름,,롯데쇼핑㈜롯데엔터테인먼트,개봉영화,장편,한국,957,"6,440,492,657","765,963","1,392,248,057","159,549",드라마,15세이상관람가,일반영화,both
오아시스 세탁소,2018-05-09,"연극의영화적재구성,연극원작,연극의영화화,씨어트리컬무비,세탁소",,4969.0,권중목,주식회사 씨엠닉스,,주식회사 씨엠닉스,개봉영화,장편,한국,1,"733,000",308,0,0,드라마,12세이상관람가,독립/예술영화,both
루비 스팍스,2018-05-10,"베스트셀러,작가,꿈속여자,소설",,1878.0,"조나단 데이턴,발레리 페리스",,"(주)영화사 안다미로,플레이리스트(주)",(주)팝엔터테인먼트,개봉영화,장편,미국,149,"260,261,400","29,552","113,687,700","12,577",코미디,15세이상관람가,독립/예술영화,both
보리 vs 매켄로,2018-05-10,"테니스선수,실화바탕,실화바탕바탕,세기의대결,라이벌,스포츠영화",,2621.0,야누스 메츠,,(주)싸이더스,(주)엣나인필름,개봉영화,장편,스웨덴,127,"77,882,433","9,080","51,874,333","5,870",드라마,12세이상관람가,독립/예술영화,both
씨 오브 트리스,2018-05-10,,,2786.0,구스 반 산트,,(주)영화사오원,(주)영화사오원,개봉영화,장편,미국,98,"58,561,600","7,087","29,724,000","3,376",드라마,12세이상관람가,독립/예술영화,both
에델과 어니스트,2018-05-10,"실화바탕,실화바탕,역사의소용돌이,2차대전,대공황,영원한사랑",부천국제애니메이션페스티벌(2017) : 심사위원상(장편) - 로저 메인우드,2565.0,로저 메인우드,,(주)영화사 진진,(주)영화사 진진,개봉영화,장편,영국,40,"82,383,700","9,952","58,530,500","6,922",애니메이션,12세이상관람가,독립/예술영화,both
중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,,,1936.0,이시하라 타츠야,,(주)얼리버드픽쳐스,와이드 릴리즈(주),개봉영화,장편,일본,113,"232,190,200","26,577","70,437,100","7,261",애니메이션,12세이상관람가,독립/예술영화,both
해원,2018-05-10,"전후,한국전쟁직후,민간인학살,총살,미군정,이승만,제주4.3항쟁,여순사건,국민보도연맹원,반공정권",,4128.0,구자환,레드무비,,레드무비,개봉영화,장편,한국,22,"7,110,460","1,238","1,468,800",198,다큐멘터리,15세이상관람가,독립/예술영화,both
데드풀 2,2018-05-16,"마블코믹스,안티히어로,19금,시리즈,히어로,자경단,병맛",,120.0,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),개봉영화,장편,미국,"1,576","34,185,664,639","3,784,602","10,757,126,939","1,145,250",액션,청소년관람불가,일반영화,both
임을 위한 행진곡,2018-05-16,"5.18,현대사,데모,1980년대,1980년",,2345.0,박기복,"주식회사 무당벌레필름,(주)알앤오엔터테인먼트",,(주)알앤오엔터테인먼트,개봉영화,장편,한국,160,"101,338,200","13,424","20,317,200","2,329",드라마,15세이상관람가,독립/예술영화,both
5.18 힌츠페터 스토리,2018-05-17,"5185.18민주화운동,5.185.18민주화운동,5.185.185.18민주화운동,위르겐 힌츠페터,5.18,1980년,5.18,5.185.18민주화운동,518",,2523.0,장영주,KBS,,(주)드림팩트엔터테인먼트,개봉영화,장편,한국,119,"72,502,600","10,610","36,067,700","4,336",다큐멘터리,12세이상관람가,독립/예술영화,both
마징가 Z: 인피니티,2018-05-17,"마징가,극장판,시리즈",,2040.0,시미즈 준지,,우키픽쳐스 주식회사,(주)이수C&E,개봉영화,장편,일본,332,"183,107,900","22,407","51,639,600","6,000",애니메이션,12세이상관람가,일반영화,both
