TITLE,DIRECTOR,OPEN_DT,OPEN_YEAR,OPEN_MONTH,OPEN_DAY,OPEN_WEEKDAY,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,GENRE_NM,SP_LANG,WATCH_GRADE_NM,ACTOR1,ACTOR2,BUDGET,SERIES,AWARDS,NAVER_CMT_NN,NAVER_PRE_EVAL,NAVER_PRE_EVAL_MUL,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
더 파티,샐리 포터,2018-12-20,2018,12,20,3,4,51,70.0,영국,(주)라이크 콘텐츠,드라마/코미디,en,15세이상관람가,패트리샤 클락슨,브루노 간츠,,0.0,1,14.0,9.57,133.98000000000002,138.0,0.0,7916
데스 위시,일라이 로스,2018-10-11,2018,10,11,3,4,41,107.0,미국,TCO(주)더콘텐츠온/주식회사 더쿱,드라마/범죄/스릴러/액션,,15세이상관람가,브루스 윌리스,빈센트 도노프리오,,0.0,0,87.0,7.62,662.94,115.0,0.0,7915
찰스 디킨스의 비밀 서재,바랫 낼러리,2018-01-11,2018,1,11,3,1,2,103.0,아일랜드/캐나다,(주)이수C&E,드라마/판타지,,전체관람가,댄 스티븐스,크리스토퍼 플러머,,0.0,0,29.0,8.45,245.05,345.0,0.0,7909
맥퀸,이안 보노트/피터 에트귀,2018-10-04,2018,10,4,3,4,40,111.0,영국,(주)엣나인필름,다큐멘터리,,15세이상관람가,조셉 베넷,,,0.0,0,5.0,8.2,41.0,39.0,0.0,7901
미스트리스 아메리카,노아 바움백,2015-12-10,2015,12,10,3,4,50,84.0,미국,이십세기폭스코리아(주),드라마/코미디,en,15세이상관람가,그레타 거윅,롤라 커크,,0.0,0,15.0,9.07,136.05,116.0,0.0,7887
타이머,잭 쉐퍼,2011-03-10,2011,3,10,3,1,10,99.0,미국,프리비젼엔터테인먼트,드라마/코미디/판타지,,15세이상관람가,엠마 콜필드,존 패트릭 아메도리,,0.0,0,77.0,9.0,693.0,0.0,0.0,7882
마녀,유영선,2014-09-11,2014,9,11,3,3,37,91.0,한국,CGV아트하우스,공포(호러)/드라마/스릴러,ko,청소년관람불가,박주희,나수윤,,0.0,1,38.0,8.05,305.9000000000001,275.0,0.0,7880
무서운 꿈,조나단 홉킨스,2017-12-07,2017,12,7,3,4,49,84.0,미국,(주)영화사선,공포(호러)/미스터리,,15세이상관람가,매기 큐,,,0.0,0,113.0,7.95,898.35,539.0,0.0,7869
쥬랜더 리턴즈,벤 스틸러,2016-08-31,2016,8,31,2,3,35,101.0,미국,(주)스톰픽쳐스코리아,코미디,en,15세이상관람가,벤 스틸러,오웬 윌슨,50000000.0,1.0,0,126.0,7.7,970.2,869.0,0.0,7853
생 로랑,베르트랑 보넬로,2015-04-16,2015,4,16,3,2,16,150.0,프랑스,(주)팝엔터테인먼트,드라마,fr,청소년관람불가,가스파르 울리엘,레아 세이두,,0.0,1,26.0,9.19,238.94,721.0,0.0,7839
올 아이즈 온 미,베니 붐,2017-08-24,2017,8,24,3,3,34,139.0,미국,(주)영화사 그램,드라마,en,15세이상관람가,다네이 거라이라,,40000000.0,0.0,0,60.0,9.48,568.8000000000002,536.0,0.0,7836
내 친구의 소원,브루스 웹,2011-01-06,2011,1,6,3,1,1,100.0,영국,프리비젼엔터테인먼트,드라마/코미디,,15세이상관람가,조시 볼트,유진 번,,0.0,0,31.0,9.1,282.1,0.0,0.0,7818
라자르 선생님,필리프 팔라도,2013-05-09,2013,5,9,3,2,19,94.0,캐나다,프리비젼엔터테인먼트,드라마/코미디,,12세이상관람가,모하메드 펠라그,소피 넬리스,,0.0,1,27.0,8.44,227.88,0.0,0.0,7810
나는 고양이로소이다,조은성,2017-06-08,2017,6,8,3,2,23,89.0,한국,(주)리틀빅픽쳐스,다큐멘터리,ja/ko/zh,전체관람가,강민혁,이용한,,0.0,0,126.0,9.81,1236.0600000000004,1131.0,0.0,7809
로렐,피터 솔레트,2016-07-07,2016,7,7,3,3,27,103.0,미국,(주)엣나인필름,드라마/로맨스/멜로,en,15세이상관람가,줄리안 무어,엘렌 페이지,7000000.0,0.0,0,66.0,9.56,630.96,564.0,0.0,7809
투건스,발타자르 코루마쿠르,2013-11-07,2013,11,7,3,4,45,109.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),드라마/액션/코미디,,청소년관람불가,덴젤 워싱턴,마크 월버그,,0.0,1,12.0,6.73,80.76,0.0,0.0,7806
극장판 뚝딱뚝딱 밥아저씨: 메가 머신의 역습,스튜어트 에반스,2018-04-19,2018,4,19,3,2,16,63.0,영국,(주)머스트씨무비릴리징컴퍼니,애니메이션,,전체관람가,리 잉글비,조앤 프로갯,,0.0,0,3.0,10.0,30.0,18.0,0.0,7803
청춘의 증언,제임스 켄트,2015-04-09,2015,4,9,3,2,15,129.0,영국,판씨네마(주),드라마,,12세이상관람가,알리시아 비칸데르,킷 해링턴,,0.0,0,89.0,8.91,792.99,395.0,1.0,7791
북 오브 러브,설효로,2016-11-30,2016,11,30,2,4,48,129.0,중국,(주)퍼스트런/롯데쇼핑㈜롯데엔터테인먼트,로맨스/멜로,,15세이상관람가,탕웨이,오수파,,0.0,0,26.0,8.96,232.96000000000004,472.0,0.0,7763
최악의 이웃과 사랑에 빠지는 방법,클로비스 코르니악,2016-04-07,2016,4,7,3,2,14,91.0,프랑스,와이드 릴리즈(주),로맨스/멜로/코미디,fr,12세이상관람가,클로비스 코르니악,멜라니 베니어,,0.0,0,185.0,9.15,1692.75,321.0,0.0,7750
클래스,로랑 캉테,2010-04-01,2010,4,1,3,2,13,129.0,프랑스,(주)영화사 진진,드라마,fr,12세이상관람가,프랑수아 베가도,프랭크 케이타,,0.0,1,4.0,9.25,37.0,0.0,0.0,7743
폭스파이어,로랑 캉테,2013-08-22,2013,8,22,3,3,34,143.0,캐나다/프랑스,그린나래미디어(주),드라마,,15세이상관람가,앨리 리버트,케이티 코시니,,0.0,0,21.0,9.1,191.1,0.0,1.0,7730
더 기프트,조엘 에저튼,2015-11-05,2015,11,5,3,4,45,108.0,미국/호주,메가박스중앙(주)플러스엠,미스터리/스릴러,,15세이상관람가,조엘 에저튼,제이슨 베이트먼,,0.0,1,147.0,8.06,1184.8200000000004,303.0,0.0,7729
다이노소어 아일랜드,매트 드럼몬드,2017-07-19,2017,7,19,2,3,29,77.0,호주,(주)더블앤조이픽쳐스,SF/어드벤처,,전체관람가,다리우스 윌리엄스,케이트 라스뮤센,,0.0,0,21.0,7.71,161.91,251.0,0.0,7728
좀비스쿨,김석정,2014-09-25,2014,9,25,3,3,39,86.0,한국,(주)박수엔터테인먼트,공포(호러)/액션,ko,청소년관람불가,백서빈,하은설,,0.0,0,194.0,6.29,1220.26,838.0,0.0,7721
나비효과: 레버레이션,세스 그로스먼,2011-03-10,2011,3,10,3,1,10,90.0,미국,퍼즐엔터테인먼트,SF/공포(호러)/드라마/스릴러/판타지,,청소년관람불가,크리스 카맥,레이첼 마이너,,0.0,0,82.0,8.44,692.0799999999997,0.0,0.0,7667
당신을 기다리는 시간,피에로 메시나,2016-01-28,2016,1,28,3,1,4,100.0,이탈리아/프랑스,찬란,드라마,fr/it,15세이상관람가,줄리엣 비노쉬,루 드 라쥬,,0.0,0,26.0,8.23,213.98,311.0,0.0,7660
뱀파이어 아카데미,마크 워터스,2015-04-09,2015,4,9,3,2,15,104.0,루마니아/미국/영국,(주)누리픽쳐스,액션/코미디/판타지,,15세이상관람가,조이 도이치,루시 프라이,,0.0,0,102.0,7.58,773.16,243.0,0.0,7649
워리어스 레인보우: 항전의 시작,위덕성,2014-02-20,2014,2,20,3,1,8,144.0,대만,스크린조이,드라마/액션,,청소년관람불가,비비안 수,,,0.0,0,267.0,8.49,2266.83,0.0,0.0,7640
페이머스 파이브 : 키린섬의 비밀,마이크 마주크,2013-10-17,2013,10,17,3,4,42,92.0,독일,예지림엔터테인먼트,가족/액션/어드벤처,,전체관람가,발레리아 아이젠바트,퀴린 에틀,,0.0,0,45.0,9.58,431.1,0.0,0.0,7638
맨 오브 마스크,알베르 뒤퐁텔,2018-04-12,2018,4,12,3,2,15,117.0,프랑스,(주)라이크 콘텐츠,드라마,,12세이상관람가,알베르 뒤퐁텔,나우엘 페레즈 비스카야트,,0.0,1,5.0,9.6,48.0,45.0,0.0,7613
물숨,고희영,2016-09-29,2016,9,29,3,3,39,80.0,한국,(주)영화사 진진,다큐멘터리,ko,전체관람가,고희영,김난숙,,0.0,1,179.0,9.58,1714.82,556.0,0.0,7610
코멧,샘 에스마일,2015-03-25,2015,3,25,2,1,13,91.0,미국,(주)지어소프트,로맨스/멜로/판타지,,15세이상관람가,저스틴 롱,에미 로섬,,0.0,0,31.0,7.03,217.93,303.0,0.0,7597
붕붕 달려라 깜이,우테 폰 뮌쇼폴/잔도르 예세,2016-03-24,2016,3,24,3,1,12,72.0,독일,예지림엔터테인먼트,애니메이션,,전체관람가,남도형,서원석,,0.0,0,40.0,9.62,384.8,75.0,0.0,7556
위대한 계시,마가레테 폰 트로타,2011-11-24,2011,11,24,3,4,47,110.0,독일/프랑스,프리비젼엔터테인먼트,드라마,,전체관람가,헤이노 페르치,바바라 수코와,,0.0,0,26.0,8.77,228.02,0.0,0.0,7535
언덕길의 아폴론,미키 타카히로,2018-08-29,2018,8,29,2,3,35,119.0,일본,(주)디스테이션,드라마,,전체관람가,치넨 유리,나카가와 타이시,,0.0,0,20.0,9.35,187.0,180.0,0.0,7506
환상속의 그대,강진아,2013-05-16,2013,5,16,3,2,20,110.0,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),드라마/로맨스/멜로/판타지,ko,청소년관람불가,이희준,이영진,,0.0,1,77.0,9.41,724.57,0.0,0.0,7482
올드보이,스파이크 리,2014-01-16,2014,1,16,3,1,3,103.0,미국,(주)나이너스엔터테인먼트,스릴러/액션,en,청소년관람불가,조슈 브롤린,엘리자베스 올슨,30000000.0,0.0,0,197.0,6.89,1357.33,0.0,0.0,7471
나의 라임 오렌지 나무,마르코스 번스테인,2014-05-29,2014,5,29,3,2,22,97.0,브라질,(주)나이너스엔터테인먼트,드라마,,12세이상관람가,후아오 기에메 아빌라,호세 드 아브루,,0.0,0,49.0,9.49,465.01,737.0,0.0,7454
풀잎들,홍상수,2018-10-25,2018,10,25,3,4,43,66.0,한국,(주)영화제작전원사 /(주)콘텐츠판다/무브먼트,드라마,ko,15세이상관람가,김민희,정진영,,0.0,1,43.0,5.19,223.17,162.0,0.0,7443
배꼽과 무릎사이,강세진,2014-05-22,2014,5,22,3,2,21,67.0,한국,스크린조이,드라마/로맨스/멜로,ko,청소년관람불가,허동원,정호준,,0.0,0,9.0,5.89,53.01,65.0,0.0,7438
문영,김소연,2017-01-12,2017,1,12,3,1,2,64.0,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),드라마,ko,15세이상관람가,김태리,정현,,0.0,0,106.0,9.77,1035.62,1057.0,0.0,7411
버니,리차드 링클레이터,2013-06-20,2013,6,20,3,2,25,99.0,미국,(주)미디어데이,드라마/범죄/코미디,,15세이상관람가,잭 블랙,매튜 매커너히,,0.0,0,21.0,8.05,169.05,0.0,0.0,7385
패트와 매트: 뚝딱뚝딱 대소동,마렉 베네슈,2017-03-16,2017,3,16,3,1,11,83.0,체코,(주)팝엔터테인먼트,애니메이션,,전체관람가,,,,0.0,0,52.0,9.48,492.96,891.0,0.0,7383
베스와 베라,파스칼 로지에,2019-01-24,2019,1,24,3,1,4,90.0,프랑스,(주)팝엔터테인먼트,공포(호러),,15세이상관람가,크리스탈 리드,,,0.0,1,132.0,7.14,942.48,81.0,0.0,7369
꾸루꾸루와 친구들: 무지개 나무의 비밀,문제대,2015-11-19,2015,11,19,3,4,47,74.0,한국,(주)팝엔터테인먼트,애니메이션,,전체관람가,서유리,,,0.0,0,3.0,7.0,21.0,43.0,0.0,7345
라 당스,프레데릭 와이즈만,2013-08-22,2013,8,22,3,3,34,158.0,미국/프랑스,(주)영화사 진진,다큐멘터리,,전체관람가,에밀리 코제트,오렐리 뒤퐁,,0.0,0,12.0,8.64,103.68,0.0,0.0,7345
