DIRECTOR_53,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,ACTOR_53,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC
기타,12,4,52,108.0,프랑스,기타,스릴러,청소년관람불가,기타,0.0,50.0,250.0,0.0,11014
기타,12,4,49,109.0,미국,(주)인벤트스톤,범죄,청소년관람불가,기타,,30.0,0.0,0.0,10985
기타,9,3,37,95.0,일본,기타,애니메이션,전체관람가,기타,0.0,1.0,0.0,0.0,10965
기타,9,3,35,114.0,프랑스,기타,코미디,청소년관람불가,기타,,67.0,183.0,0.0,10960
기타,3,1,13,73.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,11.0,0.0,0.0,10942
기타,8,3,35,117.0,중국,기타,판타지,15세이상관람가,기타,,101.0,162.0,0.0,10922
기타,10,4,40,86.0,중국,기타,애니메이션,전체관람가,기타,,14.0,27.0,0.0,10912
기타,6,2,23,88.0,미국,기타,다큐멘터리,15세이상관람가,기타,,1.0,102.0,0.0,10907
기타,11,4,45,104.0,미국,기타,드라마,전체관람가,기타,,128.0,0.0,0.0,10895
기타,11,4,47,94.0,한국,기타,다큐멘터리,전체관람가,기타,,76.0,458.0,0.0,10887
기타,3,1,10,83.0,일본,기타,애니메이션,전체관람가,기타,,31.0,192.0,0.0,10881
기타,9,3,38,98.0,한국,기타,코미디,12세이상관람가,기타,0.0,47.0,1041.0,0.0,10854
기타,5,2,22,90.0,미국,기타,드라마,15세이상관람가,기타,,303.0,707.0,0.0,10850
기타,2,1,7,108.0,한국,기타,드라마,15세이상관람가,기타,0.0,12.0,0.0,0.0,10843
기타,3,1,13,105.0,미국,기타,범죄,청소년관람불가,크리스 에반스,,51.0,42.0,0.0,10842
기타,8,3,31,120.0,미국,CGV아트하우스,드라마,12세이상관람가,기타,,6.0,0.0,0.0,10823
기타,11,4,48,99.0,일본,기타,애니메이션,15세이상관람가,기타,,17.0,207.0,0.0,10806
기타,3,1,12,116.0,프랑스,기타,드라마,15세이상관람가,기타,,11.0,69.0,0.0,10791
기타,11,4,47,102.0,프랑스,기타,액션,15세이상관람가,기타,,16.0,77.0,0.0,10768
기타,1,1,1,116.0,덴마크,기타,드라마,15세이상관람가,기타,,32.0,0.0,0.0,10761
기타,1,1,4,87.0,캐나다,기타,공포,청소년관람불가,기타,,46.0,107.0,0.0,10744
기타,2,1,9,98.0,프랑스,기타,드라마,15세이상관람가,기타,,10.0,138.0,0.0,10737
기타,9,3,37,114.0,한국,메가박스중앙(주)플러스엠,액션,15세이상관람가,기타,,233.0,479.0,0.0,10710
기타,2,1,8,63.0,일본,기타,애니메이션,전체관람가,기타,,179.0,208.0,0.0,10681
기타,3,1,12,113.0,중국,씨네그루(주)키다리이엔티,액션,15세이상관람가,기타,,85.0,170.0,0.0,10659
기타,2,1,6,93.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,12세이상관람가,기타,,129.0,0.0,0.0,10654
기타,8,3,35,123.0,한국,CGV아트하우스,드라마,12세이상관람가,기타,0.0,27.0,202.0,0.0,10652
기타,7,3,30,107.0,기타,기타,코미디,15세이상관람가,기타,0.0,272.0,1315.0,0.0,10646
기타,6,2,26,102.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,31.0,1251.0,0.0,10639
기타,5,2,21,91.0,한국,기타,코미디,15세이상관람가,기타,0.0,128.0,0.0,0.0,10618
기타,5,2,20,91.0,미국,기타,드라마,청소년관람불가,기타,,3.0,0.0,0.0,10615
기타,9,3,37,63.0,한국,기타,애니메이션,전체관람가,기타,,14.0,105.0,0.0,10612
기타,5,2,20,94.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,221.0,240.0,0.0,10610
기타,8,3,35,124.0,일본,기타,애니메이션,15세이상관람가,기타,,4.0,14.0,0.0,10574
기타,8,3,34,97.0,중국,기타,애니메이션,전체관람가,기타,,17.0,70.0,0.0,10566
기타,12,4,49,93.0,핀란드,기타,드라마,전체관람가,기타,,3.0,0.0,0.0,10560
기타,5,2,20,120.0,일본,기타,드라마,12세이상관람가,기타,1.0,34.0,455.0,0.0,10557
기타,8,3,32,94.0,미국,기타,공포,청소년관람불가,기타,,377.0,573.0,0.0,10555
기타,4,2,15,101.0,한국,기타,다큐멘터리,12세이상관람가,기타,,272.0,235.0,0.0,10516
기타,3,1,10,91.0,일본,기타,범죄,청소년관람불가,기타,0.0,3.0,0.0,0.0,10502
기타,9,3,38,105.0,스페인,기타,드라마,15세이상관람가,기타,,224.0,319.0,0.0,10488
기타,12,4,51,120.0,미국,기타,드라마,15세이상관람가,기타,,9.0,118.0,0.0,10487
기타,3,1,11,92.0,중국,기타,애니메이션,전체관람가,기타,,36.0,80.0,0.0,10483
기타,5,2,19,123.0,기타,기타,드라마,15세이상관람가,기타,0.0,35.0,170.0,0.0,10436
기타,9,3,39,122.0,일본,기타,드라마,전체관람가,기타,,195.0,590.0,0.0,10408
기타,1,1,3,89.0,미국,기타,코미디,12세이상관람가,기타,,250.0,0.0,0.0,10379
기타,1,1,5,131.0,기타,기타,드라마,청소년관람불가,기타,0.0,8.0,345.0,0.0,10368
기타,1,1,4,90.0,미국,기타,다큐멘터리,전체관람가,기타,,11.0,0.0,0.0,10367
기타,10,4,43,111.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,기타,,10.0,183.0,0.0,10366
기타,10,4,42,101.0,미국,기타,멜로,15세이상관람가,기타,,80.0,0.0,0.0,10328
기타,12,4,50,75.0,영국,기타,애니메이션,전체관람가,기타,,8.0,31.0,0.0,10315
기타,11,4,45,127.0,영국,기타,다큐멘터리,청소년관람불가,기타,,116.0,465.0,0.0,10278
기타,3,1,10,119.0,미국,기타,드라마,청소년관람불가,기타,,27.0,263.0,0.0,10261
기타,2,1,7,101.0,한국,기타,다큐멘터리,전체관람가,기타,,26.0,0.0,0.0,10169
기타,1,1,3,84.0,한국,기타,다큐멘터리,12세이상관람가,기타,0.0,10.0,409.0,0.0,10145
기타,5,2,21,121.0,한국,기타,드라마,청소년관람불가,기타,0.0,60.0,614.0,0.0,10141
기타,8,3,32,121.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,25.0,227.0,0.0,10138
기타,7,3,28,109.0,미국,기타,드라마,12세이상관람가,기타,0.0,16.0,123.0,0.0,10119
기타,5,2,21,107.0,기타,기타,스릴러,청소년관람불가,기타,,4.0,194.0,0.0,10113
기타,3,1,11,112.0,일본,기타,드라마,15세이상관람가,기타,0.0,27.0,543.0,0.0,10103
기타,9,3,36,111.0,한국,기타,멜로,15세이상관람가,기타,0.0,20.0,478.0,0.0,10101
기타,11,4,47,125.0,독일,기타,드라마,15세이상관람가,기타,0.0,2.0,39.0,0.0,10098
기타,7,3,29,106.0,한국,기타,드라마,전체관람가,기타,0.0,67.0,171.0,0.0,10094
기타,11,4,46,95.0,한국,기타,코미디,전체관람가,기타,,17.0,0.0,0.0,10091
기타,1,1,2,134.0,캐나다,기타,멜로,청소년관람불가,기타,,1.0,0.0,0.0,10075
기타,10,4,42,106.0,미국,기타,스릴러,15세이상관람가,기타,,83.0,108.0,0.0,10074
기타,2,1,6,112.0,일본,기타,드라마,전체관람가,기타,0.0,66.0,248.0,0.0,10046
기타,3,1,9,91.0,한국,기타,드라마,15세이상관람가,기타,0.0,443.0,4474.0,0.0,10039
기타,8,3,34,107.0,이탈리아,기타,드라마,12세이상관람가,기타,0.0,38.0,129.0,0.0,10031
기타,7,3,27,82.0,대만,기타,드라마,전체관람가,기타,,9.0,0.0,0.0,10023
기타,11,4,44,82.0,미국,기타,애니메이션,전체관람가,기타,,33.0,0.0,0.0,10023
기타,5,2,21,115.0,한국,기타,드라마,12세이상관람가,기타,0.0,44.0,0.0,0.0,9998
기타,10,4,42,91.0,기타,기타,드라마,15세이상관람가,기타,,42.0,0.0,0.0,9994
기타,7,3,27,94.0,영국,(주)싸이더스,드라마,12세이상관람가,기타,,21.0,254.0,0.0,9966
기타,5,2,19,94.0,영국,기타,애니메이션,12세이상관람가,기타,,5.0,88.0,0.0,9952
기타,4,2,16,127.0,영국,기타,드라마,15세이상관람가,기타,,43.0,0.0,1.0,9898
기타,5,2,20,62.0,인도,기타,애니메이션,전체관람가,기타,,6.0,64.0,0.0,9891
기타,11,4,47,92.0,미국,오퍼스픽쳐스(유),코미디,15세이상관람가,기타,0.0,58.0,391.0,0.0,9851
기타,1,1,2,93.0,아일랜드,기타,애니메이션,전체관람가,기타,0.0,203.0,928.0,0.0,9826
기타,12,4,50,89.0,한국,기타,공연,전체관람가,기타,,51.0,1309.0,0.0,9817
기타,3,1,12,80.0,한국,기타,멜로,청소년관람불가,기타,0.0,3.0,0.0,0.0,9814
기타,2,1,7,96.0,기타,기타,드라마,전체관람가,기타,,5.0,0.0,0.0,9792
기타,3,1,13,82.0,미국,기타,애니메이션,전체관람가,기타,,6.0,20.0,0.0,9781
기타,8,3,33,86.0,독일,(주)시너지하우스 (시너지),애니메이션,전체관람가,기타,,11.0,0.0,0.0,9753
기타,9,3,38,97.0,영국,기타,공포,15세이상관람가,기타,0.0,167.0,305.0,0.0,9736
기타,7,3,27,117.0,기타,기타,드라마,12세이상관람가,기타,,16.0,245.0,0.0,9732
기타,5,2,21,107.0,미국,기타,액션,15세이상관람가,기타,,69.0,745.0,1.0,9717
기타,7,3,29,92.0,대만,씨네그루(주)키다리이엔티,공포,15세이상관람가,기타,1.0,166.0,675.0,0.0,9710
기타,8,3,32,89.0,프랑스,기타,다큐멘터리,전체관람가,기타,,3.0,254.0,0.0,9669
기타,11,4,46,92.0,미국,기타,뮤지컬,15세이상관람가,기타,,80.0,0.0,0.0,9662
기타,3,1,10,65.0,프랑스,기타,애니메이션,전체관람가,기타,0.0,26.0,315.0,0.0,9644
기타,11,4,45,65.0,스웨덴,기타,애니메이션,전체관람가,기타,,43.0,74.0,0.0,9628
기타,5,2,22,85.0,프랑스,기타,코미디,전체관람가,기타,,93.0,0.0,0.0,9620
기타,4,2,15,95.0,미국,기타,드라마,15세이상관람가,기타,,3.0,134.0,0.0,9593
기타,11,4,44,116.0,한국,기타,멜로,청소년관람불가,기타,0.0,106.0,711.0,0.0,9579
기타,3,1,12,109.0,중국,기타,액션,15세이상관람가,기타,,1.0,0.0,0.0,9575
기타,3,1,12,141.0,러시아,기타,가족,청소년관람불가,기타,,24.0,189.0,0.0,9569
기타,11,4,48,100.0,한국,기타,드라마,청소년관람불가,기타,0.0,30.0,210.0,0.0,9566
기타,1,1,4,101.0,기타,기타,멜로,15세이상관람가,기타,0.0,176.0,576.0,0.0,9558
기타,3,1,10,90.0,중국,기타,판타지,전체관람가,기타,,6.0,15.0,0.0,9556
기타,5,2,20,90.0,중국,기타,애니메이션,전체관람가,기타,,74.0,128.0,0.0,9544
기타,11,4,45,90.0,한국,기타,다큐멘터리,전체관람가,기타,,22.0,230.0,0.0,9533
기타,5,2,18,81.0,미국,기타,액션,청소년관람불가,기타,,277.0,0.0,0.0,9518
기타,7,3,27,75.0,러시아,기타,애니메이션,전체관람가,기타,,10.0,29.0,0.0,9501
기타,2,1,7,111.0,일본,기타,드라마,12세이상관람가,기타,,17.0,314.0,1.0,9500
기타,9,3,38,100.0,한국,기타,드라마,전체관람가,기타,0.0,87.0,0.0,0.0,9488
기타,3,1,12,97.0,프랑스,(주)싸이더스,드라마,12세이상관람가,기타,,257.0,0.0,0.0,9483
기타,1,1,3,99.0,한국,기타,멜로,청소년관람불가,기타,0.0,261.0,0.0,0.0,9469
기타,6,2,26,88.0,미국,기타,공포,15세이상관람가,기타,,459.0,0.0,0.0,9442
기타,4,2,17,68.0,한국,기타,드라마,15세이상관람가,기타,0.0,160.0,888.0,0.0,9430
기타,7,3,27,87.0,기타,기타,애니메이션,전체관람가,기타,,12.0,28.0,0.0,9406
기타,9,3,37,98.0,영국,기타,공포,15세이상관람가,기타,,74.0,479.0,0.0,9389
기타,7,3,27,69.0,한국,기타,애니메이션,전체관람가,기타,,82.0,1476.0,0.0,9381
기타,4,2,16,109.0,한국,씨제이이앤엠(주),멜로,12세이상관람가,기타,0.0,404.0,1523.0,0.0,9368
기타,3,1,12,97.0,프랑스,기타,멜로,청소년관람불가,기타,,33.0,72.0,0.0,9357
기타,10,4,42,80.0,영국,기타,다큐멘터리,전체관람가,기타,,6.0,0.0,0.0,9346
기타,12,4,49,99.0,프랑스,기타,드라마,15세이상관람가,기타,,29.0,0.0,1.0,9341
기타,3,1,11,105.0,캐나다,기타,다큐멘터리,12세이상관람가,기타,,33.0,451.0,0.0,9314
기타,3,1,13,91.0,영국,기타,드라마,청소년관람불가,기타,,1.0,0.0,0.0,9241
기타,3,1,12,95.0,한국,기타,코미디,15세이상관람가,기타,,8.0,0.0,0.0,9236
기타,4,2,15,105.0,미국,기타,드라마,15세이상관람가,기타,1.0,3.0,101.0,0.0,9233
기타,1,1,2,105.0,미국,기타,범죄,청소년관람불가,기타,0.0,4.0,121.0,0.0,9203
기타,10,4,43,105.0,영국,기타,드라마,15세이상관람가,기타,,9.0,169.0,0.0,9192
기타,1,1,2,108.0,프랑스,기타,코미디,청소년관람불가,기타,,46.0,186.0,0.0,9162
기타,8,3,35,133.0,한국,기타,드라마,청소년관람불가,기타,0.0,36.0,377.0,0.0,9157
기타,4,2,17,103.0,미국,기타,멜로,15세이상관람가,기타,0.0,8.0,130.0,0.0,9148
기타,5,2,18,70.0,스페인,기타,애니메이션,전체관람가,기타,,151.0,112.0,0.0,9138
기타,3,1,9,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,기타,0.0,31.0,251.0,0.0,9121
기타,2,1,5,97.0,영국,기타,드라마,15세이상관람가,기타,,2.0,0.0,0.0,9100
기타,5,2,19,107.0,스웨덴,기타,드라마,12세이상관람가,기타,0.0,5.0,51.0,0.0,9080
기타,10,4,41,83.0,영국,기타,액션,15세이상관람가,기타,,51.0,197.0,0.0,9075
기타,7,3,30,87.0,한국,기타,다큐멘터리,전체관람가,기타,,9.0,0.0,0.0,9049
기타,3,1,11,104.0,한국,기타,다큐멘터리,15세이상관람가,기타,0.0,15.0,0.0,0.0,9032
기타,1,1,5,112.0,일본,기타,애니메이션,전체관람가,기타,0.0,12.0,174.0,0.0,9008
기타,6,2,22,126.0,독일,기타,드라마,전체관람가,기타,,29.0,0.0,0.0,8995
기타,2,1,7,124.0,일본,기타,드라마,15세이상관람가,기타,0.0,31.0,411.0,0.0,8974
기타,2,1,6,113.0,미국,기타,액션,15세이상관람가,기타,,60.0,128.0,0.0,8954
기타,10,4,42,91.0,미국,기타,미스터리,15세이상관람가,기타,,275.0,324.0,0.0,8942
기타,9,3,39,119.0,독일,기타,코미디,청소년관람불가,기타,,9.0,0.0,0.0,8938
기타,6,2,24,105.0,한국,기타,미스터리,청소년관람불가,기타,0.0,42.0,343.0,0.0,8916
기타,10,4,44,89.0,한국,기타,멜로,청소년관람불가,기타,0.0,78.0,0.0,0.0,8913
기타,12,4,50,118.0,한국,기타,판타지,15세이상관람가,기타,0.0,135.0,2178.0,0.0,8873
기타,12,4,52,100.0,프랑스,기타,드라마,12세이상관람가,기타,0.0,12.0,178.0,0.0,8869
기타,11,4,46,98.0,스페인,기타,드라마,15세이상관람가,기타,0.0,78.0,284.0,1.0,8840
기타,8,3,34,93.0,프랑스,기타,드라마,전체관람가,기타,,10.0,177.0,0.0,8821
기타,9,3,38,117.0,프랑스,기타,코미디,12세이상관람가,기타,,49.0,410.0,0.0,8779
기타,11,4,46,112.0,한국,기타,멜로,청소년관람불가,기타,0.0,52.0,0.0,0.0,8757
기타,11,4,47,236.0,대만,기타,드라마,15세이상관람가,기타,0.0,32.0,178.0,1.0,8747
기타,5,2,19,75.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,21.0,0.0,0.0,8731
기타,3,1,13,116.0,중국,(주)인벤트스톤,액션,15세이상관람가,기타,,119.0,0.0,0.0,8722
기타,10,4,41,79.0,프랑스,CGV아트하우스,멜로,청소년관람불가,기타,,26.0,348.0,0.0,8721
기타,5,2,18,73.0,캐나다,기타,애니메이션,전체관람가,기타,,161.0,1074.0,0.0,8705
기타,5,2,20,96.0,한국,기타,드라마,15세이상관람가,기타,0.0,59.0,919.0,0.0,8697
기타,4,2,15,107.0,한국,기타,멜로,15세이상관람가,기타,0.0,45.0,978.0,0.0,8680
기타,10,4,43,109.0,프랑스,기타,드라마,15세이상관람가,기타,1.0,41.0,0.0,0.0,8677
기타,8,3,34,114.0,미국,씨제이이앤엠(주),드라마,전체관람가,기타,,39.0,234.0,0.0,8665
기타,11,4,47,179.0,영국,기타,공연,15세이상관람가,기타,,7.0,360.0,0.0,8657
기타,3,1,11,116.0,미국,기타,드라마,15세이상관람가,기타,,272.0,874.0,0.0,8655
기타,7,3,27,102.0,영국,기타,코미디,15세이상관람가,기타,0.0,6.0,44.0,0.0,8648
기타,7,3,28,162.0,영국,기타,드라마,청소년관람불가,기타,,89.0,187.0,0.0,8647
기타,2,1,8,97.0,중국,기타,애니메이션,전체관람가,기타,,59.0,146.0,0.0,8638
기타,9,3,37,84.0,미국,판씨네마(주),애니메이션,전체관람가,기타,0.0,69.0,188.0,0.0,8631
기타,4,2,14,124.0,미국,기타,범죄,15세이상관람가,기타,0.0,18.0,125.0,0.0,8614
기타,3,1,11,102.0,한국,기타,드라마,전체관람가,기타,0.0,50.0,270.0,0.0,8612
기타,4,2,15,102.0,스페인,기타,드라마,15세이상관람가,기타,,9.0,0.0,0.0,8592
기타,6,2,24,113.0,홍콩,기타,액션,15세이상관람가,기타,,95.0,0.0,0.0,8589
기타,8,3,31,112.0,기타,기타,공포,15세이상관람가,기타,,105.0,0.0,0.0,8587
기타,10,4,41,90.0,일본,기타,애니메이션,12세이상관람가,기타,,26.0,559.0,0.0,8579
기타,8,3,32,89.0,프랑스,기타,코미디,12세이상관람가,기타,,30.0,0.0,0.0,8570
기타,4,2,16,85.0,프랑스,기타,애니메이션,전체관람가,기타,,18.0,91.0,0.0,8564
기타,3,1,10,89.0,한국,기타,다큐멘터리,전체관람가,기타,,4.0,40.0,0.0,8542
기타,11,4,46,122.0,스페인,기타,범죄,15세이상관람가,기타,,19.0,109.0,0.0,8506
기타,11,4,45,76.0,한국,기타,다큐멘터리,전체관람가,기타,0.0,192.0,910.0,0.0,8505
기타,9,3,39,92.0,영국,기타,미스터리,15세이상관람가,기타,,68.0,353.0,1.0,8504
기타,10,4,44,115.0,기타,기타,드라마,12세이상관람가,기타,,20.0,652.0,0.0,8497
기타,3,1,12,105.0,미국,기타,드라마,15세이상관람가,기타,0.0,7.0,0.0,0.0,8489
기타,8,3,33,111.0,스페인,기타,드라마,15세이상관람가,기타,,7.0,275.0,0.0,8481
기타,9,3,39,102.0,스웨덴,기타,코미디,12세이상관람가,기타,,5.0,0.0,0.0,8461
기타,2,1,6,46.0,일본,씨너스엔터테인먼트(주),애니메이션,전체관람가,기타,,30.0,0.0,0.0,8397
기타,10,4,41,127.0,이탈리아,기타,드라마,15세이상관람가,기타,,1.0,0.0,0.0,8392
기타,12,4,49,63.0,일본,기타,애니메이션,전체관람가,기타,,8.0,37.0,0.0,8375
기타,12,4,53,118.0,독일,기타,드라마,12세이상관람가,기타,,45.0,472.0,0.0,8368
기타,11,4,44,129.0,한국,기타,뮤지컬,전체관람가,기타,0.0,2.0,120.0,0.0,8350
기타,1,1,5,113.0,중국,기타,액션,청소년관람불가,기타,,17.0,0.0,0.0,8350
기타,12,4,52,92.0,미국,기타,판타지,12세이상관람가,기타,0.0,64.0,284.0,0.0,8339
기타,10,4,42,95.0,한국,롯데쇼핑㈜롯데엔터테인먼트,다큐멘터리,전체관람가,기타,0.0,2.0,0.0,0.0,8321
기타,10,4,43,93.0,핀란드,기타,SF,15세이상관람가,기타,1.0,435.0,0.0,0.0,8308
기타,8,3,33,87.0,한국,기타,멜로,청소년관람불가,기타,,30.0,0.0,0.0,8307
기타,10,4,42,100.0,일본,기타,공포,15세이상관람가,기타,,36.0,296.0,1.0,8297
기타,5,2,19,100.0,미국,기타,코미디,15세이상관람가,기타,,42.0,523.0,0.0,8291
기타,11,4,46,110.0,캐나다,기타,드라마,12세이상관람가,기타,,62.0,524.0,0.0,8281
기타,10,4,42,98.0,미국,기타,공포,12세이상관람가,기타,,100.0,93.0,0.0,8272
기타,12,4,48,113.0,일본,기타,애니메이션,전체관람가,기타,,12.0,68.0,0.0,8262
기타,5,2,21,94.0,한국,기타,다큐멘터리,전체관람가,기타,,29.0,0.0,0.0,8253
기타,10,4,43,101.0,미국,오퍼스픽쳐스(유),코미디,청소년관람불가,기타,,35.0,243.0,0.0,8252
기타,4,2,17,125.0,미국,기타,드라마,청소년관람불가,기타,,3.0,0.0,0.0,8252
기타,5,2,22,99.0,한국,기타,가족,전체관람가,기타,0.0,11.0,155.0,0.0,8243
기타,9,3,38,94.0,한국,기타,멜로,청소년관람불가,기타,0.0,63.0,946.0,0.0,8220
기타,3,1,10,156.0,이탈리아,기타,드라마,청소년관람불가,기타,0.0,4.0,47.0,0.0,8200
기타,2,1,8,79.0,일본,기타,애니메이션,전체관람가,기타,,38.0,0.0,0.0,8185
기타,3,1,13,85.0,미국,기타,애니메이션,전체관람가,기타,,23.0,0.0,0.0,8180
기타,3,1,10,81.0,영국,기타,애니메이션,전체관람가,기타,,67.0,0.0,0.0,8171
기타,7,3,29,91.0,미국,기타,액션,15세이상관람가,기타,,263.0,579.0,1.0,8153
기타,5,2,18,88.0,영국,기타,코미디,전체관람가,기타,,87.0,307.0,0.0,8149
