순번,영진위 영화명,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1355,필립모리스,필립모리스,"존 레쿼,글렌 피카라","유로파 Corp.,매드 챈스",㈜케이디미디어,㈜케이디미디어,2010-07-01,개봉영화,장편,프랑스,38,"649,568,183",84859,"276,563,500","34,799",코미디,청소년관람불가,일반영화
1356,옥보단 3D,옥보단3d,손립기,,,(주)화앤담이엔티,2011-05-12,개봉영화,장편,홍콩,269,"969,826,000",84798,"312,364,500","26,227",드라마,청소년관람불가,일반영화
1357,극장판 썬더일레븐GO  궁극의 우정 그리폰,극장판썬더일레븐go궁극의우정그리폰,미야오 요시카즈,,씨제이이앤엠(주),에이원엔터테인먼트,2012-05-24,개봉영화,장편,일본,243,"574,947,000",84255,"115,189,000","15,267",애니메이션,전체관람가,일반영화
1358,신은 죽지 않았다 3 어둠 속의 빛,신은죽지않았다3어둠속의빛,마이클 메이슨,,(재)CBS,"(주)영화사 그램,(재)CBS",2018-07-19,개봉영화,장편,미국,179,"646,846,900",83474,"144,472,000","17,629",드라마,12세이상관람가,독립/예술영화
1359,스위치,스위치,"조쉬 고든,윌 스펙",보나피데프로덕션즈,(주)새인컴퍼니,씨너스엔터테인먼트(주),2010-12-01,개봉영화,장편,미국,163,"564,596,900",83346,"233,302,000","32,409",멜로/로맨스,15세이상관람가,일반영화
1360,와일드,와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-22,개봉영화,장편,미국,58,"665,271,800",83334,"408,810,700","50,722",드라마,청소년관람불가,독립/예술영화
1361,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,짱구는못말려극장판엄청맛있어b급음식서바이벌,하시모토 마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,개봉영화,장편,일본,301,"588,913,100",83289,"107,715,900","14,436",애니메이션,전체관람가,일반영화
1362,지랄발광 17세,지랄발광17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,개봉영화,장편,미국,90,"656,251,800",83258,"254,855,800","31,766",코미디,15세이상관람가,독립/예술영화
1363,뷰티풀 크리처스,뷰티풀크리처스,리차드 라그라브네스,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,개봉영화,장편,미국,278,"582,030,544",82995,"192,640,044","26,361",스릴러,15세이상관람가,일반영화
1364,더 이퀄라이저,더이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,개봉영화,장편,미국,255,"639,464,500",82779,"220,031,900","28,526",액션,청소년관람불가,일반영화
1365,씬 시티 다크히어로의 부활,씬시티다크히어로의부활,"프랭크 밀러,로버트 로드리게즈",,(주)드림웨스트픽쳐스,메가박스중앙(주)플러스엠,2014-09-11,개봉영화,장편,미국,345,"650,282,748",82571,"295,313,748","36,080",액션,청소년관람불가,일반영화
1366,파도가 지나간 자리,파도가지나간자리,데릭 시엔프랜스,,그린나래미디어(주),CGV아트하우스,2017-03-08,개봉영화,장편,미국,276,"634,595,200",82177,"263,656,600","33,216",드라마,15세이상관람가,독립/예술영화
1367,다이노X 탐험대,다이노x탐험대,이동희,(주)MBC,,(주)이수C&E,2016-05-04,개봉영화,장편,한국,348,"634,339,900",82148,"122,013,400","15,164",애니메이션,전체관람가,독립/예술영화
1368,출국,출국,노규엽,주식회사 디에스이이디,,,2018-11-14,개봉영화,장편,한국,274,"639,521,850",81722,"244,385,200","32,001",드라마,15세이상관람가,독립/예술영화
1369,아따맘마 - 극장판,아따맘마극장판,야스미 테츠오,,(주)온미디어,에이원엔터테인먼트,2011-02-17,개봉영화,장편,일본,90,"533,355,500",81352,"110,413,000","15,687",애니메이션,전체관람가,일반영화
1370,꼬마참새 리차드 아프리카 원정대,꼬마참새리차드아프리카원정대,"토비 젠켈,레자 메마리",,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2017-06-15,개봉영화,장편,독일,319,"599,076,600",81136,"110,244,400","13,844",애니메이션,전체관람가,독립/예술영화
1371,터널 3D,터널3d,박규택,"(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트",,(주)박수엔터테인먼트,2014-08-20,개봉영화,장편,한국,264,"620,874,000",80989,"141,924,500","17,219",공포(호러),15세이상관람가,일반영화
1372,원 챈스,원챈스,데이빗 프랭클,,우성엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2014-03-13,개봉영화,장편,영국,329,"593,174,100",80977,"227,216,900","29,412",코미디,12세이상관람가,일반영화
1373,최악의 하루,최악의하루,김종관,㈜인디스토리,,CGV아트하우스,2016-08-25,개봉영화,장편,한국,199,"639,959,190",80754,"351,625,290","43,550",멜로/로맨스,15세이상관람가,독립/예술영화
1374,지금은맞고그때는틀리다,지금은맞고그때는틀리다,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)",2015-09-24,개봉영화,장편,한국,59,"664,112,100",80614,"463,272,700","54,576",드라마,청소년관람불가,독립/예술영화
1375,엑스페리먼트,엑스페리먼트,폴 쉐어링,인페르노 디스트리뷰션,(주)새인컴퍼니,(주)새인컴퍼니,2010-08-11,개봉영화,장편,미국,110,"583,702,363",80367,"185,043,000","24,383",드라마,15세이상관람가,독립/예술영화
1376,아무르,아무르,미카엘 하네케,,(주)티캐스트,(주)티캐스트,2012-12-19,개봉영화,장편,프랑스,29,"615,934,600",80345,"497,091,600","62,545",드라마,15세이상관람가,독립/예술영화
1377,프렌즈 위드 베네핏,프렌즈위드베네핏,윌 글럭,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,개봉영화,장편,미국,210,"591,765,000",80197,"312,231,500","41,457",코미디,청소년관람불가,일반영화
1378,로스트 인 더스트,로스트인더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,개봉영화,장편,미국,354,"621,368,822",79812,"265,854,522","33,568",범죄,15세이상관람가,일반영화
