영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분,제작년도,원작도서유무,네이버기대지수,API구분
학교괴담저주의언령,오치아이 마사유키,,(주)애니플러스,(주)박수엔터테인먼트,2015-07-02,개봉영화,장편,일본,70,"47,578,100",6469,"11,262,500","1,530",미스터리,15세이상관람가,독립/예술영화,2014.0,0,153.0,both
나의첫번째장례식,샘 가바르스키,,감 픽쳐스,(주)판다미디어,2014-09-11,개봉영화,장편,벨기에,17,"45,843,000",6446,"24,507,900","3,164",코미디,15세이상관람가,독립/예술영화,2013.0,0,173.0,both
이스케이프플랜2하데스,스티븐 C. 밀러,,(주)누리픽쳐스,(주)누리픽쳐스,2018-11-08,개봉영화,장편,미국,27,"32,328,000",6431,"17,350,000","3,470",액션,15세이상관람가,일반영화,2018.0,0,22.0,both
이스케이프플랜2하데스,스티븐 C. 밀러,,(주)누리픽쳐스,(주)누리픽쳐스,2018-11-08,개봉영화,장편,미국,27,"32,328,000",6431,"17,350,000","3,470",액션,15세이상관람가,일반영화,2018.0,0,22.0,both
배틀스쿨,츠치다 준페이,,제인앤유,제인앤유,2019-02-26,개봉영화,장편,일본,7,"27,126,000",6412,"20,938,000","4,865",액션,청소년관람불가,일반영화,2018.0,0,6.0,both
클랜,파블로 트라페로,,(주)더블앤조이픽쳐스,"(주)더블앤조이픽쳐스,주식회사 쇼미미디어앤트레이딩",2016-05-12,개봉영화,장편,아르헨티나,58,"49,283,800",6405,"29,705,700","3,678",범죄,15세이상관람가,독립/예술영화,2015.0,0,237.0,both
사랑스무살,제이크 골드버거,,(주)스톰픽쳐스코리아,와이드 릴리즈(주),2018-10-25,개봉영화,장편,미국,168,"52,817,950",6367,"22,410,450","2,522",멜로/로맨스,12세이상관람가,독립/예술영화,2016.0,0,231.0,both
갈증,나카시마 테츠야,,찬란,찬란,2014-12-04,개봉영화,장편,일본,35,"47,317,864",6350,"33,370,364","4,326",범죄,청소년관람불가,독립/예술영화,2014.0,1,558.0,both
봉신연의영웅의귀환,허안,,씨네그루(주)키다리이엔티,씨네그루(주)키다리이엔티,2016-09-22,개봉영화,장편,홍콩,155,"48,190,000",6343,"16,368,300","2,034",판타지,12세이상관람가,독립/예술영화,2016.0,0,436.0,both
소중한사람,마츠이 히사코,,(주)영화사조아,(주)영화사조아,2011-09-21,개봉영화,장편,일본,11,"26,058,500",6336,"18,499,500","5,099",드라마,전체관람가,독립/예술영화,2002.0,0,0.0,both
크레이지하트,스콧 쿠퍼,부처스 런 필름,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-03-04,개봉영화,장편,미국,4,"48,773,260",6313,"37,876,000","4,896",드라마,15세이상관람가,일반영화,2009.0,0,0.0,both
저스트어이어,댄 마저,,타임스토리그룹(주),타임스토리그룹(주),2013-05-30,개봉영화,장편,영국,48,"43,897,500",6312,"30,973,500","4,382",코미디,청소년관람불가,일반영화,2013.0,0,0.0,both
크랙,조던 스콧,스캇 프리 프로덕션,(주)토마스엔터프라이즈,주식회사 마운틴픽쳐스,2010-07-28,개봉영화,장편,영국,12,"47,813,694",6309,"37,736,000","4,939",드라마,청소년관람불가,독립/예술영화,2009.0,0,0.0,both
미나미양장점의비밀,미시마 유키코,,(주)영화사 진진,(주)영화사 진진,2016-05-19,개봉영화,장편,일본,34,"45,765,700",6296,"28,730,500","3,754",드라마,전체관람가,독립/예술영화,2015.0,0,238.0,both
2데이즈인뉴욕,줄리 델피,,오드,예지림엔터테인먼트,2013-08-29,개봉영화,장편,프랑스,19,"47,935,000",6291,"41,128,000","5,263",코미디,15세이상관람가,독립/예술영화,2012.0,0,0.0,both
더파크랜드,피터 랜즈먼,,(주)영화사 진진,(주)영화사 진진,2014-03-20,개봉영화,장편,미국,111,"45,655,500",6291,"26,347,200","3,522",미스터리,15세이상관람가,독립/예술영화,2013.0,0,51.0,both
코알라,김주환,어뮤즈,,"어뮤즈,(주)엣나인필름",2013-10-24,개봉영화,장편,한국,65,"47,015,000",6287,"35,697,500","4,557",드라마,15세이상관람가,독립/예술영화,2013.0,0,0.0,both
할머니는일학년,진광교,(주)아피아스튜디오,,(주)나이너스엔터테인먼트,2012-05-24,개봉영화,장편,한국,33,"39,607,500",6287,"13,486,000","1,812",가족,전체관람가,독립/예술영화,2012.0,0,0.0,both
맛있는택배,기대호,(주)로드하우스,,노바엔터테인먼트,2015-04-02,개봉영화,장편,한국,50,"31,122,000",6276,"17,166,000","3,473",멜로/로맨스,청소년관람불가,일반영화,2015.0,0,34.0,both
극장판베르세르크황금시대편강림,쿠보오카 토시유키,,대원미디어(주),(주)스마일이엔티,2013-04-11,개봉영화,장편,일본,13,"47,388,500",6264,"35,045,000","4,463",판타지,청소년관람불가,독립/예술영화,2012.0,0,0.0,both
체브라시카,나카무라 마코토,,(주)동아수출공사,브릿지웍스 엔터테인먼트(주),2013-11-14,개봉영화,장편,일본,73,"41,034,500",6261,"10,815,000","1,650",애니메이션,전체관람가,일반영화,2010.0,0,0.0,both
줄리줄리아,노라 에프론,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2009-12-10,개봉영화,장편,미국,31,"48,828,629",6247,"48,062,000","6,148",드라마,12세이상관람가,일반영화,2009.0,0,0.0,both
하나빼고완벽한뉴욕아파트,소피 브룩스,,판씨네마(주),판씨네마(주),2018-12-27,개봉영화,장편,미국,37,"53,304,300",6234,"37,085,900","4,281",코미디,12세이상관람가,독립/예술영화,2017.0,0,35.0,both
킬링소프틀리,앤드류 도미닉,,(주)쇼박스,(주)쇼박스,2013-04-04,개봉영화,장편,미국,32,"43,220,547",6232,"24,273,547","3,331",액션,청소년관람불가,일반영화,2012.0,0,0.0,both
하얀아오자이,후인 루,안 비에트 컴퍼니,(주)좋은친구들,롯데쇼핑㈜롯데엔터테인먼트,2010-02-25,개봉영화,장편,베트남,22,"37,242,726",6229,"17,425,000","2,891",드라마,15세이상관람가,독립/예술영화,2006.0,0,0.0,both
극장판토미카하이퍼레스큐드라이브헤드,카토 타카오,,"SMG 홀딩스 ,(주)팝엔터테인먼트",(주)팝엔터테인먼트,2018-10-03,개봉영화,장편,일본,140,"49,667,400",6226,"16,034,100","1,943",애니메이션,전체관람가,일반영화,2018.0,0,126.0,both
다시벚꽃,유해진,(주)MBC,,(주)영화사 진진,2017-04-06,개봉영화,장편,한국,132,"49,614,500",6199,"28,951,800","3,445",다큐멘터리,12세이상관람가,독립/예술영화,2017.0,0,1886.0,both
소울키친,파티 아킨,,(주)스폰지이엔티,(주)영화사 조제,2011-02-17,개봉영화,장편,독일,9,"48,495,000",6161,"39,036,000","4,816",드라마,청소년관람불가,독립/예술영화,2009.0,0,0.0,both
헤밍웨이인하바나,밥 야리,,(주)무브먼트 픽쳐스,(주)라이크 콘텐츠,2018-07-05,개봉영화,장편,미국,20,"44,622,400",6137,"31,296,000","4,188",드라마,15세이상관람가,독립/예술영화,2016.0,0,33.0,both
셜리에관한모든것,구스타프 도이치,,(주)영화사 진진,(주)영화사 진진,2013-12-26,개봉영화,장편,오스트리아,7,"46,107,300",6128,"39,054,300","4,922",드라마,15세이상관람가,독립/예술영화,2013.0,0,0.0,both
도쿄택시,김태식,필름라인,,(주)키노아이디엠씨,2010-05-20,개봉영화,장편,한국,13,"45,514,099",6109,"34,610,000","4,515",드라마,전체관람가,독립/예술영화,2009.0,0,0.0,both
나쁜사랑,브누와 쟉꼬,,(주)수키픽쳐스,주식회사 씨네룩스,2015-04-16,개봉영화,장편,프랑스,35,"46,875,500",6107,"37,237,000","4,715",멜로/로맨스,15세이상관람가,독립/예술영화,2014.0,0,225.0,both
엠파이어스테이트,디토 몬티엘,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-05-08,개봉영화,장편,미국,73,"41,951,800",6102,"7,927,900","1,572",액션,청소년관람불가,일반영화,2013.0,0,29.0,both
요술,구혜선,(주)와이지엔터테인먼트,,씨제이엔터테인먼트,2010-06-24,개봉영화,장편,한국,33,"47,032,133",6090,"33,000,700","4,201",드라마,15세이상관람가,일반영화,2010.0,0,0.0,both
레스트리스,구스 반 산트,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,개봉영화,장편,미국,11,"47,553,300",6083,"40,095,300","5,057",드라마,12세이상관람가,독립/예술영화,2011.0,0,0.0,both
모든비밀스러운것들,에이미 버그,,(주)올스타엔터테인먼트,와이드 릴리즈(주),2015-07-02,개봉영화,장편,미국,49,"41,677,000",6077,"20,043,500","2,795",스릴러,15세이상관람가,일반영화,2014.0,1,349.0,both
리턴투센더,포아드 미카티,,(주)퍼스트런,(주)디스테이션,2016-03-10,개봉영화,장편,미국,142,"47,702,000",6062,"16,607,500","2,048",범죄,15세이상관람가,일반영화,2015.0,0,571.0,both
시크릿레터,쥬세페 토르나토레,,(주)콘텐츠게이트,(주)디스테이션,2017-11-23,개봉영화,장편,이탈리아,79,"46,532,500",6056,"26,717,600","3,290",드라마,12세이상관람가,독립/예술영화,2016.0,0,410.0,both
초인,서은영,"퍼레이드 픽쳐스,(주)나무와 숲",,"(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2016-05-05,개봉영화,장편,한국,30,"46,521,400",6034,"36,434,800","4,520",멜로/로맨스,12세이상관람가,독립/예술영화,2015.0,0,250.0,both
선물가게를지나야출구,뱅크시,,(주)스폰지이엔티,(주)영화사 조제,2011-08-18,개봉영화,장편,미국,13,"48,032,900",6032,"44,256,400","5,489",다큐멘터리,12세이상관람가,독립/예술영화,2010.0,0,0.0,both
진격의거인자유의날개,아라키 테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-12-10,개봉영화,장편,일본,37,"46,345,600",6026,"17,655,900","2,239",애니메이션,15세이상관람가,독립/예술영화,2014.0,0,1308.0,both
피나바우쉬의댄싱드림즈,"라이너 호프만,안네 린셀",,(주)영화사 진진,(주)영화사 진진,2011-01-20,개봉영화,장편,독일,2,"45,059,800",6010,"39,607,800","5,031",다큐멘터리,12세이상관람가,독립/예술영화,2009.0,0,0.0,both
논픽션다이어리,정윤석,1+1=film,,(주)영화사 진진,2014-07-17,개봉영화,장편,한국,28,"45,574,424",6000,"32,307,224","4,129",다큐멘터리,15세이상관람가,독립/예술영화,2013.0,0,220.0,both
영웅샐러멘더의비밀,"알렉산드르 야킴추크,엘레나 코발레바",,익스트림 필름,익스트림 필름,2013-03-14,개봉영화,장편,러시아,39,"44,081,500",5987,"17,204,000","2,163",액션,15세이상관람가,일반영화,2010.0,0,0.0,both
호야와토리드래곤숲의비밀,하타 마사미,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2015-06-04,개봉영화,장편,일본,198,"40,189,200",5950,"5,363,900",744,애니메이션,전체관람가,일반영화,2007.0,0,39.0,both
리그렛,세드릭 칸,,(주)컴퍼니엘,예지림엔터테인먼트,2012-04-19,개봉영화,장편,프랑스,6,"46,045,500",5934,"43,834,000","5,558",멜로/로맨스,청소년관람불가,독립/예술영화,2009.0,0,0.0,both
극장판마법소녀마도카마기카전편시작의이야기,신보 아키유키,,(주)애니플러스,(주)미디어데이,2013-07-20,개봉영화,장편,일본,10,"48,706,000",5916,"30,127,000","3,674",애니메이션,12세이상관람가,일반영화,2012.0,0,0.0,both
해적왕작스톰,필립 귀엔,(주)삼지애니메이션,,(주)삼지애니메이션,2018-07-25,개봉영화,장편,한국,65,"45,905,800",5916,"23,001,300","2,613",애니메이션,전체관람가,일반영화,2018.0,0,36.0,both
웰컴투마이하트,제이크 스콧,,판씨네마(주),판씨네마(주),2012-02-02,개봉영화,장편,영국,15,"45,131,500",5914,"26,332,000","3,347",드라마,청소년관람불가,독립/예술영화,2010.0,0,0.0,both
서태지밴드콘서트투어콰이어트나이트,서태지,(주)서태지컴퍼니,,(주)서태지컴퍼니,2015-11-26,개봉영화,장편,한국,6,"52,669,600",5908,"42,698,600","4,775",공연,전체관람가,일반영화,2015.0,0,251.0,both
바이더씨,안젤리나 졸리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-04-28,개봉영화,장편,미국,40,"46,167,000",5908,"28,739,000","3,656",드라마,청소년관람불가,독립/예술영화,2015.0,0,832.0,both
백야,이송희일,(주)시네마달,,(주)시네마달,2012-11-15,개봉영화,장편,한국,19,"43,774,000",5908,"36,879,000","4,917",멜로/로맨스,청소년관람불가,독립/예술영화,2012.0,0,0.0,both
아이스,올레그 트로핌,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2019-02-07,개봉영화,장편,러시아,110,"46,440,980",5907,"21,931,430","2,733",멜로/로맨스,전체관람가,독립/예술영화,2018.0,0,595.0,both
극장판울려라유포니엄,이시하라 타츠야,,(주)애니플러스,(주)박수엔터테인먼트,2016-09-01,개봉영화,장편,일본,72,"45,125,000",5899,"21,581,000","2,771",애니메이션,전체관람가,일반영화,2016.0,0,246.0,both
판타스틱Mr폭스,웨스 앤더슨,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2009-12-24,개봉영화,장편,미국,11,"44,741,967",5886,"30,536,000","3,984",애니메이션,전체관람가,일반영화,2009.0,1,0.0,both
한낮의유성,신조 타케히코,,(주)스마일이엔티,(주)스마일이엔티,2018-04-19,개봉영화,장편,일본,108,"48,639,300",5881,"19,368,400","2,292",멜로/로맨스,12세이상관람가,독립/예술영화,2017.0,1,315.0,both
파리의밤이열리면,에두아르 바에르,,(재)전주국제영화제조직위원회,찬란,2017-06-22,개봉영화,장편,프랑스,28,"43,120,600",5877,"33,713,500","4,415",코미디,12세이상관람가,독립/예술영화,2016.0,0,202.0,both
엔테베작전,호세 파딜라,,씨제이이앤엠(주),CGV아트하우스,2018-06-07,개봉영화,장편,미국,103,"46,996,200",5874,"20,719,300","2,568",범죄,12세이상관람가,독립/예술영화,2018.0,0,45.0,both
걸프렌즈,강석범,"영화사 아람(주),(주)미로비젼",,(주)넥스트엔터테인먼트월드(NEW),2009-12-17,개봉영화,장편,한국,244,"31,065,234",5871,"24,915,000","4,733",멜로/로맨스,15세이상관람가,일반영화,2009.0,0,0.0,both
짚의방패,미이케 다카시,,"(주)엔케이컨텐츠,(주)미디어데이",(주)미디어데이,2013-08-29,개봉영화,장편,일본,30,"38,366,000",5870,"29,157,000","4,485",액션,15세이상관람가,독립/예술영화,2013.0,0,0.0,both
해로,최종태,"(주)고유에프앤,(주)더줌픽쳐스",,(주)키노아이디엠씨,2012-03-22,개봉영화,장편,한국,24,"28,013,200",5851,"19,315,200","4,480",드라마,12세이상관람가,독립/예술영화,2011.0,0,0.0,both
마음이외치고싶어해,쿠마자와 나오토,,(주)스마일이엔티,(주)스마일이엔티,2017-12-07,개봉영화,장편,일본,99,"43,060,100",5849,"23,618,300","3,044",드라마,12세이상관람가,독립/예술영화,2017.0,0,366.0,both
이탈리아횡단밴드,로코 파팔레오,,오드,오드,2012-09-20,개봉영화,장편,이탈리아,9,"42,797,300",5848,"31,626,800","4,141",코미디,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
순응자,베르나르도 베르톨루치,,㈜영화사 백두대간,㈜영화사 백두대간,2016-01-28,개봉영화,장편,이탈리아,8,"43,032,900",5839,"35,754,800","4,624",드라마,청소년관람불가,독립/예술영화,1970.0,0,90.0,both
블러드타이즈,기욤 까네,,(주)도키엔터테인먼트,(주)영화사 빅,2014-03-27,개봉영화,장편,프랑스,95,"41,526,500",5828,"15,816,500","2,171",범죄,청소년관람불가,독립/예술영화,2013.0,0,108.0,both
뷰티풀프래니,앤드류 렌지,,(주)메인타이틀픽쳐스,와이드 릴리즈(주),2016-03-17,개봉영화,장편,미국,144,"43,842,600",5821,"15,002,000","1,994",드라마,15세이상관람가,독립/예술영화,2015.0,0,230.0,both
열두살샘,구스타보 론,,크리스리픽쳐스인터내셔널(주),(주)미디어데이,2012-04-12,개봉영화,장편,스페인,15,"41,595,500",5816,"24,804,500","3,221",드라마,12세이상관람가,독립/예술영화,2010.0,0,0.0,both
비스트,벤 제틀린,,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2013-02-07,개봉영화,장편,미국,24,"40,271,800",5814,"24,601,800","3,293",판타지,12세이상관람가,독립/예술영화,2012.0,0,0.0,both
종로의기적,이혁상,"성소수문화환경을 위한 모임 '연분홍치마',한국게이인권운동단체 친구사이",,시네마달,2011-06-02,개봉영화,장편,한국,14,"44,279,900",5809,"38,729,400","4,972",다큐멘터리,15세이상관람가,독립/예술영화,2010.0,0,0.0,both
