■ 영화정보 리스트,,,,,,,,
- 조회일: 2019-06-14,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,
▶ 검색조건 : [  영화명: 전체 감독명: 전체 제작연도: 전체 개봉일자:2010-01-01 ~ 2019-06-09 제작상태: 전체 유형: 전체 장르: 전체 등급: 전체 국적: 전체 인덱싱: 전체 입력비율: 전체 ],,,,,,,,
영화명,영화명(영문),제작연도,제작국가,유형,장르,제작상태,감독,제작사
드래곤 블레이드: 천장웅사,DRAGON BLADE,2015,홍콩,장편,"액션,드라마,어드벤처",개봉,이인항,
필동,Pil-dong,2018,한국,장편,판타지,개봉,필동,레지스탕스 필름
헤픈 여자:섹파 구해요,Hurin[sukosiaisite],2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
젖은 가랑이:노인이 좋아요,MOUROJINSIKAAISENAI-2,2017,일본,장편,"멜로/로맨스,드라마",개봉,토미죠 타로,
정사:상사의 아내,Tumawosasiagemasu,2016,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
의남매,Anitoimouto,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
유부녀들:반항 후 신음,Innrannsextukusu,2016,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
아내의 나쁜 섹스 무삭제판,Hurintumawomodose!,2017,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
부다페스트 로큰롤,Made in Hungaria,2009,헝가리,장편,"뮤지컬,드라마",개봉,게르게이 포뇨,
누구라도 좋으니 넣어줘요,Daredemoiikara,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
내 처제가 된 첫사랑,,2018,한국,장편,멜로/로맨스,개봉,김이슬,(주)영화사가을
구멍:촉촉히 준비된 여자들,Yoxtukyuuhumannoonna,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
맛있는 누나들,,2018,한국,장편,멜로/로맨스,개봉,강백호,스마일컨텐츠
알래스카 북극곰,,2018,한국,장편,"멜로/로맨스,드라마,코미디",개봉,윤중부,(주)마이애미미디어
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,Crayon Shin-chan: Burst Serving! Kung Fu Boys - Ramen Rebellion,2018,일본,장편,애니메이션,개봉,타카하시 와타루,
남의 아내,,2018,한국,장편,"드라마,멜로/로맨스",개봉,한동호,(주)가온콘텐츠
갈매기,The Seagull,2017,미국,장편,드라마,개봉,마이클 메이어,
강한 칼: 도도견혈,Brothers,2016,중국,장편,"드라마,액션,전쟁",개봉,아감,
지금 만나러 갑니다,Be With You,2017,한국,장편,멜로/로맨스,개봉,이장훈,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스"
사라진 밤,The Vanished,2017,한국,장편,스릴러,개봉,이창희,"(주)싸이더스,(주)엠씨엠씨,(주)더블앤조이픽쳐스"
부당거래,The Unjust,2010,한국,장편,"범죄,드라마",개봉,류승완,"필름트레인,(주)외유내강"
무적자,A Better Tomorrow,2010,"한국,홍콩,일본,태국",장편,"드라마,액션",개봉,송해성,핑거프린트(주)
연가시,Deranged,2012,한국,장편,"공포(호러),SF",개봉,박정우,(주)오죤필름
거인,Set Me Free,2014,한국,장편,드라마,개봉,김태용,(주)메이킹에이프린트
깡철이,Tough As Iron,2013,한국,장편,"드라마,액션,가족",개봉,안권태,"(주)시네마서비스,㈜더드림앤드픽쳐스,㈜팝콘필름"
감기,Flu,2013,한국,장편,"드라마,어드벤처,액션",개봉,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)"
이혼한 여자동창,Wanna Fuck My Best Old Friend,2017,일본,장편,성인물(에로),개봉,후지모리 다카야,
음란 병동:남편몰래 특별진료,huhuai,2017,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
옆집소녀2-무삭제,,2018,한국,장편,멜로/로맨스,개봉,성기만,스마일컨텐츠
아내의 섹시한 직장동료,Big Ass Subordinate,2017,일본,장편,성인물(에로),개봉,다카사카 유타카,
새엄마는 현역 여대생,Stepmother Is University Student!?,2017,일본,장편,성인물(에로),개봉,다카사카 미노루,
과부:애타는 몸,Wakantaikendan,2017,일본,장편,"멜로/로맨스,드라마",개봉,사노 B사쿠,
환절기,In Between Seasons,2018,한국,장편,드라마,개봉,이동은,명필름랩
정사 2018,,2018,한국,장편,멜로/로맨스,개봉,김이슬,(주)영화사가을
헬 페스트,Hell Fest ,2018,미국,장편,공포(호러),개봉,그레고리 플로킨,
토마스와 친구들: 우정의 대모험,Thomas & Friends: Journey Beyond Sodor,2017,영국,장편,"애니메이션,어드벤처",개봉,데이비드 스토튼,
은혼2: 규칙은 깨라고 있는 것,Gintama 2,2018,일본,장편,"코미디,액션",개봉,후쿠다 유이치,
위시업,Status Update,2018,미국,장편,"뮤지컬,코미디,멜로/로맨스",개봉,스콧 스피어,
삼국-무영자,Shadow,2018,중국,장편,"액션,드라마",개봉,장예모,
데스티네이션 웨딩,Destination Wedding,2018,미국,장편,"코미디,멜로/로맨스",개봉,빅터 레빈,
검은비: 악의연대기,,2017,한국,장편,액션,개봉,장유근,
헌터 킬러,HUNTER KILLER,2017,미국,장편,"액션,스릴러",개봉,도노반 마시,
위험한 유부녀들,Wakan,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
세 번째 엄마 무삭제판,,2018,한국,장편,멜로/로맨스,개봉,민이,(주)케이알씨지
바람난 아내들2,,2018,한국,장편,멜로/로맨스,개봉,장두만,(주)케이피에이기획
착한여자친구,,2018,한국,장편,멜로/로맨스,개봉,장두만,에이원 미디어
시아버지는 음란 마초,Konoyohaotokotoonna,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
하고 싶은 아내:내 아내와 해 주세요,Watasinotuma Woman zokusasetekudasai,2017,일본,장편,"멜로/로맨스,드라마",개봉,토미죠 타로,
친구 아내는 야한 가정교사,Yujin no Tsuma ha Dosukebe,2017,일본,장편,성인물(에로),개봉,베타 타카오,
초흥분 육체간호,Female Careworker for My Dad Is Preferred for Me 5,2017,일본,장편,성인물(에로),개봉,나베 아츠시,
직장상사와 몰래 한 섹스,Aekikoe,2017,일본,장편,"멜로/로맨스,드라마",개봉,토미죠 타로,
이성을 미치게하는 숙모님,Shinzoku-soukan Matsushima Aoi,2017,일본,장편,성인물(에로),개봉,사루 타카시,
언니의 애인은 내 첫사랑,Miss His Super Dick,2017,일본,장편,성인물(에로),개봉,후지타 하야오,
아게하의 나체공연,Naked theatrical company lurking desire,2017,일본,장편,성인물(에로),개봉,사카키 히데오,
부도덕한 친구엄마,Yujin no Hahaoya Kawakami Yu,2017,일본,장편,성인물(에로),개봉,사루 타카시,
미용사 몰카 성공,Sex Trial at Beauty Shop 5,2017,일본,장편,성인물(에로),개봉,코지마 유키오,
며느리의 뜨거운 배꼽,Teinentaishoku shite Aika Ami,2017,일본,장편,성인물(에로),개봉,사루 타카시,
뜨거운 부장님의 아내,Bucho no Okusan ga Erosugite Sawamura Reiko,2017,일본,장편,성인물(에로),개봉,카니에,
너무 뜨거운 새엄마,Hairanbi,2017,일본,장편,성인물(에로),개봉,타마츠카 빙고,
새 어린 엄마 - 무삭제판,,2018,한국,장편,멜로/로맨스,개봉,이민,(주)케이알씨지
손님,The Piper,2014,한국,장편,"판타지,공포(호러)",개봉,김광태,(주)유비유필름
순수의 시대,Empire of Lust,2015,한국,장편,"사극,드라마",개봉,안상훈,"(주)화인웍스,(주)키메이커"
크리스마스의 황당한 악몽,Mercy Christmas,2017,미국,장편,"공포(호러),코미디,액션",개봉,라이언 넬슨,
저주의 산뗏,Santet,2018,인도네시아,장편,공포(호러),개봉,헬피 카르딧,
데스트랩,The DMZ,2018,한국,장편,"스릴러,액션",개봉,오인천,(주)영화맞춤제작소 영화공장
호두까기 인형과 4개의 왕국,The Nutcracker and the Four Realms,2018,미국,장편,"판타지,드라마",개봉,"라세 할스트롬,조 존스톤",
리틀 이태리,Little Italy,2018,캐나다,장편,"코미디,멜로/로맨스",개봉,도날드 페트리,
극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드,Uchu Sentai Kyuranger vs Space Squad,2018,일본,장편,애니메이션,개봉,사카모토 코이치,
러빙 빈센트,Loving Vincent,2017,"영국,폴란드",장편,"애니메이션,미스터리",개봉,"도로타 코비엘라,휴 웰치맨",
내 여자친구의 엄마,,2018,한국,장편,멜로/로맨스,개봉,김부곤,(주)영화사가을
핫팬티의 어린숙모님,Shinzoku-soukan Nakayama Riri,2017,일본,장편,성인물(에로),개봉,베타 타카오,
모털 엔진,Mortal Engines,2018,미국,장편,"액션,어드벤처,SF",개봉,크리스찬 리버스,
정말 이쁜 새엄마,Chitsunai-shasei Dekiru Kayama Mio,2017,일본,장편,성인물(에로),개봉,베타 타카오,
음란한 미용사들,Sex Trial at Beauty Shop 4,2017,일본,장편,성인물(에로),개봉,후지모리 유키오,
아내의 미인 엄마,Too Dirty Mother-in-Law,2017,일본,장편,성인물(에로),개봉,와타나베 나카오,
새엄마의 변태성향,Metamorphosis art sucking bond,2017,일본,장편,멜로/로맨스,개봉,야마자키 쿠니노리,
부하직원의 어린아내,Subordinate's Wife,2017,일본,장편,멜로/로맨스,개봉,오우치 아이리,
목욕하는 금단정사,Shinzoku-soukan Aoi Shiho,2017,일본,장편,성인물(에로),개봉,키타노 마지메,
돈없는 형수의 속옷장사,Kinketsu Bijin Hanayone to Kettakushite,2017,일본,장편,성인물(에로),개봉,사루 타카시,
대실금-젖은팬티,Daishikkin Horiuchi Akemi,2017,일본,장편,성인물(에로),개봉,타마츠카 빙고,
기모노 신인 여가수의 접대,Enka women disorder love story scenery,2017,일본,장편,멜로/로맨스,개봉,세키네 카즈미,
나이트 쉬프트,Night shift,2018,아일랜드,장편,"공포(호러),스릴러",개봉,스티븐 홀,
언노운 게스트,Ink & Steel,2014,미국,장편,"범죄,스릴러",개봉,"조나단 엘러스,패트릭 워드 퍼킨스",
지오 쓰나미,GEO DISASTER,2017,미국,장편,"액션,드라마,어드벤처",개봉,썬더 레빈,
연인 : 섹스중독,Lover,2016,태국,장편,멜로/로맨스,개봉,펫카냐 스릴란다,
에이리언 컨버전스,Alien Convergence,2017,미국,장편,"액션,공포(호러),어드벤처",개봉,롭 팔라티나,
아내의 언니,,2018,일본,장편,멜로/로맨스,개봉,아카바 키쿠지로,
완벽한 타인,Intimate Strangers,2018,한국,장편,"드라마,코미디",개봉,이재규,"(주)필름몬스터,드라마하우스(주)"
도묘필기2: 잃어버린 제국,THE LOST TOMB 2,2018,중국,장편,기타,개봉,나영창,
팀장님의 아내,,2018,한국,장편,"멜로/로맨스,드라마",개봉,김영민,골든타이드픽처스(주)
온천장 여주인의 화끈한 서비스,Hot spring geisha Mitsuko,2017,일본,장편,드라마,개봉,넷쿄쿠 타란티노,
옆집 유부녀와 불륜정사,Immortality of garbage dumping ground,2017,일본,장편,드라마,개봉,크왓치,
시아버지의 욕정,Lust of the father-in-law,2017,일본,장편,드라마,개봉,오자키 히로코우지,
귀신과 함께 춤을,,2018,한국,장편,"멜로/로맨스,코미디",개봉,백감독,(주)인피니티엔터테인먼트 
이브들의 발칙한 수다,,2018,한국,장편,"멜로/로맨스,코미디",개봉,김정호,(주)인피니티엔터테인먼트 
미스틱 게임 ,MYSTIC GAME,2016,러시아,장편,"판타지,어드벤처",개봉,아르툠 악세넨코,
동생의 여자,,2018,한국,장편,멜로/로맨스,개봉,장두만,(주)케이피에이기획
트랜스퍼런스,Transference,2017,미국,장편,,개봉,,
에일리언 프레데터,Alien Domicile,2017,미국,장편,"SF,공포(호러)",개봉,,
은밀한 여작가의 사생활 ,,2018,한국,장편,"멜로/로맨스,드라마",개봉,한동호,(주)라온컴퍼니플러스
신입 여직원 길들이기,,2018,일본,장편,,개봉,아사기리 키요시,
착한 친구엄마 (무삭제),,2017,한국,장편,멜로/로맨스,개봉,이진명,(주)소나무픽쳐스
어린 장모들,,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
애욕의 잔다라 후예들,Trauma,2016,태국,장편,멜로/로맨스,개봉,마우스 수와나,
도묘필기3: 제국의 부활,THE LOST TOMB 3,2018,중국,장편,기타,개봉,나영창,
홍콩 마스터 어벤져,HONGKONG MASTER,2017,중국,장편,"액션,SF",개봉,양중문,
김본좌의 야동남녀- 무삭제판,,2018,한국,장편,멜로/로맨스,개봉,박은수,(주)케이알씨지
노리개가 된 유부녀 ,Don't Drive Me Crazy,2018,일본,장편,드라마,개봉,우스바시 스이,
친구 엄마들의 맛 (감독판),,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
친구 엄마들 2018 (감독판),,2018,한국,장편,멜로/로맨스,개봉,이진,(주)소나무픽쳐스
착한 처제들 2018 (감독판),,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
장모님의 개인교습 (감독판),,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
예쁜 처제들 2018 (감독판),,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
내 친구엄마들 2018 (감독판),,2018,한국,장편,멜로/로맨스,개봉,강정훈,(주)소나무픽쳐스
퓨쳐 월드,FUTURE WORLD,2018,"이탈리아,프랑스,미국",장편,"SF,액션,판타지",개봉,"제임스 프랭코,브루스 티에리 청",
다크 아이리스,Dark Iris,2018,미국,장편,"SF,스릴러",개봉,,
피를 빠는 인형,Vampire Clay,2017,일본,장편,공포(호러),개봉,우메자와 소이치,
폭풍우 : 죽을 때 까지 하고 싶어,YUUKO SHIRAKI NIGHT WITH A YOUNG LADY WITH A STORM RELATIVE AND TWO PEOPLE,2018,일본,장편,,개봉,마메자와 마메타로,
섹스는 맛있다,,2018,한국,장편,,개봉,제임스 김,(주)씨맥스커뮤니케이션즈
킹 아더: 원탁의 기사,Knights at the Round Table,2017,미국,장편,액션,개봉,자레드 콘,
루이자 밀러,Luisa Miller,,미국,장편,공연,개봉,,
어린 누나 2,,2018,한국,장편,멜로/로맨스,개봉,정진호,
하나식당,,2018,한국,장편,드라마,개봉,최낙희,에이케이엔터테인먼트(주)
형수:잘못된 관계,Gamandekinai,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
투 프렌즈,TWO TAILS,2018,러시아,장편,"애니메이션,어드벤처",개봉,빅터 아즈에프,
천당의 밤과 안개,Night and Fog In Zona,2017,한국,장편,다큐멘터리,개봉,정성일,영화사 키노(주)
정사 : 착한 며느리들 2,,2018,한국,장편,멜로/로맨스,개봉,김부곤,(주)영화사가을
일곱 개의 대죄 : 천공의 포로,The Seven Deadly Sins: Prisoners of the Sky ,2018,일본,장편,"애니메이션,판타지",개봉,아베 노리유키,
불륜 커플들,Komotituma,2016,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
별나라 몰리 몬스터,Ted Sierger's Molly Monster,2016,"독일,스웨덴,스위스",장편,"애니메이션,어드벤처",개봉,"마티아스 브런,테드 시저",
바람난 유부녀:정조따위 필요없어,Yomigaerutumanohonsei,2017,일본,장편,"멜로/로맨스,드라마",개봉,나가에 타카미,
대지진,The Earthquake,2016,러시아,장편,드라마,개봉,사릭 안드레아시안,
다이빙: 그녀에 빠지다,Plonger,2017,프랑스,장편,"멜로/로맨스,드라마",개봉,멜라니 로랑,
남편 친구와 놀아난 아내:여보 미안해,OXTUTONOTUMANIOTIITATUMA,2017,일본,장편,"멜로/로맨스,드라마",개봉,토미죠 타로,
후드,Robin Hood ,2018,미국,장편,어드벤처,개봉,오토 바서스트,
스와핑 민박집- 무삭제판,,2018,한국,장편,멜로/로맨스,개봉,박은수,(주)케이알씨지
선녀는 몸으로 운다-무삭제판,,2018,한국,장편,멜로/로맨스,개봉,이전,(주)케이알씨지
마지막 정사: 여럿이 다같이-감독판,,2018,한국,장편,멜로/로맨스,개봉,이전,(주)케이알씨지
거미줄에 걸린 소녀,THE GIRL IN THE SPIDER’S WEB,2018,미국,장편,"액션,스릴러,범죄",개봉,페드 알바레즈,
개인교수 : 성적 올리기 무삭제,,2018,한국,장편,멜로/로맨스,개봉,유해종,(주)영화사가을
연애 : 엄마친구 무삭제,,2018,한국,장편,멜로/로맨스,개봉,유해종,(주)영화사가을
엄마의 유혹 무삭제,,2018,한국,장편,멜로/로맨스,개봉,유해종,(주)영화사가을
어린 처제 2 - 무삭제판,,2018,한국,장편,멜로/로맨스,개봉,김태수,너바나 필름
성난황소,Unstoppable,2018,한국,장편,"범죄,액션",개봉,김민호,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트"
정사:유부녀가 된 첫사랑 무삭제판,Motonokerenihoretatuma,2017,일본,장편,"멜로/로맨스,드라마",개봉,토미죠 타로,
잠든 남편 옆에서 하다 무삭제판,Apatono Tuma,2017,일본,장편,"멜로/로맨스,드라마",개봉,안도 본,
섹시 헬스장 무삭제판,Pojitexibunaonna,2016,일본,장편,"멜로/로맨스,드라마",개봉,후지모토 죠지,
착한 이모:내 여자가 되는 날 무삭제판,Kikennna Koi,2017,일본,장편,"멜로/로맨스,드라마",개봉,히로아키,
정사:착한 며느리 무삭제판,Gihutowatasi,2016,일본,장편,"멜로/로맨스,드라마",개봉,츠키카게 쿠로우,
