movieNm,movieDrKofic,prodCompany,impCompany,distCompany,openDtKofic,State,longShort,nationNm,screenCnt,salesAcc,audiAcc,salesSeoul,audiSeoul,genres,watchGrade,classify,movieOriNm,openDtTMDB,movieDrTMDB,budget,ori_lang,series,crewData,castData,keyWord,_merge
어린소녀의비밀애,카나자와 유우타,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-08-13,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
어린에츠코의고민,조조 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-10-24,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
얼짱녀어부,와다 소에몬,,(주)영진크리에이티브,(주)영진크리에이티브,2013-08-28,개봉영화,장편,일본,1.0,20000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
엄마친구사랑하고싶은여자,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-01,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
엄마친구여자로보일때,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-01,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
엄마친구여자로보일때무삭제판,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-07-20,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
엄마의일탈아들의친구를사랑하다,"윤채아,유남선",에이원 미디어,,에이원 미디어,2018-01-10,개봉영화,장편,한국,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
엄마의맛무삭제,박주영,스마일컨텐츠,,스마일컨텐츠,2017-12-29,개봉영화,장편,한국,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
에로낚시광,이토우 마사오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-09-24,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
에로닌자걸정사,카와사키 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-17,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
에리카의애욕,후지와라 켄이치,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-06-11,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
에브리잭해즈어질,제니퍼 드볼데르,,데이지엔터테인먼트,데이지엔터테인먼트,2014-05-29,개봉영화,장편,프랑스,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
에어섹스,조조 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-07-31,개봉영화,장편,일본,1.0,57000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
엑스터시나이트,마이클 오블로위츠,,(주)마인스 엔터테인먼트,(주)마인스 엔터테인먼트,2014-08-14,개봉영화,장편,미국,1.0,100000.0,10.0,0.0,0.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
여교사의향기,토모마츠 나오유키,,(주)케이알씨지,(주)케이알씨지,2013-01-04,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
여대생살인기,조조 히데오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-25,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
여동생의금지된사랑,아키야마 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-06,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
여변호사성희롱사건,죠 타이치,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-11-21,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
여비서의불륜,교우야 타다시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-09-01,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
여성배우들,모리카와 케이,,(주)에스와이미디어,(주)에스와이미디어,2016-05-16,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
여자감옥간수의노리개,사스가 사스케,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-21,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
여형사강간사랑그리고맛있는섹스,안도 진,,(주)영진크리에이티브,(주)영진크리에이티브,2015-07-20,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
연애가정교사미숙한포옹,츠네모토 타쿠아키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-20,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
영화관에서발정,키무라 켄지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-07,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
옆집누나오후의정사,타카하라 히데카즈,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2012-07-10,개봉영화,장편,일본,1.0,58000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
옆집새댁쿄코는글래머,오타니 야스유키,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-01-26,개봉영화,장편,일본,1.0,100000.0,10.0,100000.0,10.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
오일마사지샵의비밀,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-08-15,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
온천장의은밀한정사,아이조메 쿄코,,미디어소프트,(주)액티버스엔터테인먼트,2013-10-16,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
완전한감금,카와사키 히로유키,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-09-05,개봉영화,장편,일본,1.0,20000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
완전한노예,코시자카 야스시,,(주)에스와이미디어,(주)에스와이미디어,2016-02-25,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
외출외로운여자들,네지메 지로,,(주)영진크리에이티브,(주)영진크리에이티브,2016-06-16,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
요리사와의불륜,타무라 고우노,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2013-12-24,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
요코의짜릿한상상,카미노 후토시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-08-08,개봉영화,장편,독일,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
욕망의하숙집,카에데,,(주)영진크리에이티브,(주)영진크리에이티브,2016-05-19,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
욕정에무너진새엄마,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-09-21,개봉영화,장편,일본,1.0,60000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
워리어스레인보우2최후의결전,위덕성,,스크린조이,스크린조이,2014-07-07,개봉영화,장편,대만,1.0,40000.0,10.0,0.0,0.0,전쟁,청소년관람불가,일반영화,,,,,,,,,,left_only
위아더나이트,데니스 간젤,,(주)시네마천국,(주)토러스엔터테인먼트,2014-11-27,개봉영화,장편,독일,1.0,100000.0,10.0,0.0,0.0,판타지,15세이상관람가,일반영화,,,,,,,,,,left_only
위기의유부녀남편은출장중,한 헤이타로,,(주)소나무픽쳐스,(주)소나무픽쳐스,2016-03-22,개봉영화,장편,일본,1.0,100000.0,10.0,100000.0,10.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
위험한상상치한에게느낀욕정,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-03-25,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
위험한아파트관리인표적이된여대생,키타자와 유키오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-18,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,스릴러,청소년관람불가,일반영화,,,,,,,,,,left_only
위험한유혹,이사카와 히토시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-09-01,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
위험한유혹,제임스 프랭코,,(주)케이알씨지,(주)케이알씨지,2016-12-28,개봉영화,장편,미국,1.0,5000.0,1.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
유다,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2013-09-05,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
유리의여신2,칸바라 이구토,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2012-11-15,개봉영화,장편,일본,0.0,30000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀감금일기,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2014-01-22,개봉영화,장편,일본,1.0,30000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀트럭걸,타이나카 요조,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-15,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀납치감금,쿠와하라 마사히데,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-08,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀워칭무삭제,조우 사다오,,,(주)액티버스엔터테인먼트,2014-05-22,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀의꽃,토모마츠 나오유키,,(주)케이알씨지,(주)케이알씨지,2013-05-08,개봉영화,장편,일본,1.0,150000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
유부녀의사생활,S.세타니,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-17,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
은밀한사육,카와노 고우시,,(유)조이앤컨텐츠그룹,(유)조이앤컨텐츠그룹,2014-05-28,개봉영화,장편,일본,1.0,40000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
은밀한영업부위험한스캔들,션,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-11,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
은밀한영업부유혹의그림자,션,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-11,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
은어무삭제판,박갑종,(주)갑종무비필름,,(주)에스와이미디어,2016-02-26,개봉영화,장편,한국,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
음란한밀회이웃집유부녀,조우 사다오,,,(주)액티버스엔터테인먼트,2014-05-29,개봉영화,장편,일본,1.0,50000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
음란한병원전신마취,사토 토시키,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-23,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
음란한유치장,카츠야마 시게오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
음란한처제,"윤채아,김승렬",에이원 미디어,,에이원 미디어,2018-01-10,개봉영화,장편,한국,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
음란한av아이돌,토미타 다이사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-29,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
음탕한아내의일기,카스가 요시노리,,(주)영진크리에이티브,(주)영진크리에이티브,2016-02-26,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
이복자매언니애인과의황홀한정사,조조 히데오,,(주)영진크리에이티브,(주)영진크리에이티브,2015-08-24,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
이지메여고생의혼잣말,후지와라 켄이치,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-16,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
이케부쿠로양키전쟁,조조 히데오,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-15,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
이케부쿠로양키전쟁2사키,코미나미 토시야,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-16,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
일본범죄사욕망의구멍,스에나가 켄,,(주)영진크리에이티브,(주)영진크리에이티브,2015-01-22,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,드라마,청소년관람불가,일반영화,,,,,,,,,,left_only
일본범죄사위조의쾌락,스에나가 켄,,(주)영진크리에이티브,(주)영진크리에이티브,2014-12-06,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,범죄,청소년관람불가,일반영화,,,,,,,,,,left_only
잃어버린세계지구속으로,폴 질러,,스크린조이,스크린조이,2014-06-12,개봉영화,장편,캐나다,1.0,40000.0,10.0,0.0,0.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
자매쾌락의노예,카키하라 토시유키,,(주)에스와이미디어,(주)에스와이미디어,2016-11-30,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
자매욕망에눈뜨다,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-05-19,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
장모의유혹아내가집에없던날,"윤채아,김승렬",에이원 미디어,,에이원 미디어,2018-01-10,개봉영화,장편,한국,1.0,50000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
잭과자이언트킬러2014,마크 앳킨스,,(주)케이알씨지,(주)케이알씨지,2014-07-01,개봉영화,장편,미국,1.0,40000.0,10.0,0.0,0.0,SF,15세이상관람가,일반영화,,,,,,,,,,left_only
전망좋은방밀애,이숭환,(주)케이알씨지,,(주)케이알씨지,2012-11-08,개봉영화,장편,한국,1.0,30000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
전망좋은차맛있는섹스,이세일,(주)케이알씨지,,(주)케이알씨지,2013-07-17,개봉영화,장편,한국,1.0,20000.0,10.0,0.0,0.0,성인물(에로),청소년관람불가,일반영화,,,,,,,,,,left_only
전철그녀들의절정,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2016-04-21,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
전철에서만난사랑이야기,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2015-12-02,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
절정의테크닉파동,카와사키 미노루,,(주)영진크리에이티브,(주)영진크리에이티브,2015-10-09,개봉영화,장편,일본,1.0,100000.0,10.0,0.0,0.0,멜로/로맨스,청소년관람불가,일반영화,,,,,,,,,,left_only
