,audiAcc,movieNm
802,"351,555",미드나잇 인 파리
803,"351,276",싱글라이더
804,"351,091",그녀
805,"350,563",오즈 그레이트 앤드 파워풀
806,"348,883",극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」
807,"347,790",7호실
808,"346,483",치외법권
809,"346,441",짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부
810,"344,876",링컨: 뱀파이어 헌터
811,"344,766",아메리칸 스나이퍼
812,"342,366",러브 유어셀프 인 서울
813,"341,882",숲속으로
814,"339,844",하이힐
815,"338,168",음치 클리닉
816,"338,080",맨발의 꿈
817,"336,822",허스토리
818,"335,906",패딩턴 2
819,"335,706",늑대아이
820,"334,423",내 사랑
821,"334,323",미나문방구
822,"333,082",극장판 짱구는 못말려 : 습격!! 외계인 덩덩이
823,"332,619",남영동1985
824,"332,180",에베레스트
825,"331,877",위자: 저주의 시작
826,"331,760",무서운 이야기
827,"330,665",극장판 요괴워치: 염라대왕과 5개의 이야기다냥!
828,"329,086",킬러스
829,"329,029",선 오브 갓
830,"327,612",링컨 차를 타는 변호사
831,"327,591",잭 라이언 : 코드네임 쉐도우
832,"326,086",미드나잇 선
833,"325,016",스폰지밥 3D
834,"324,420",사랑하기 때문에
835,"323,628",희생부활자
836,"321,550",옥자
837,"321,018",블레이드 러너 2049
838,"320,923",극적인 하룻밤
839,"320,409","극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성"
840,"320,353",아기배달부 스토크
841,"319,072",뮨: 달의 요정
842,"318,737",빅풋 주니어
843,"318,157",검우강호
844,"317,505",도리화가
845,"316,788",세상에서 가장 아름다운 이별
846,"316,780",레드카펫
847,"315,348",미녀와 야수
848,"315,321",캐롤
849,"315,305",차이니즈 조디악
850,"315,010",번 더 스테이지: 더 무비
851,"313,953",마이 블랙 미니드레스
852,"311,456",비행기 2: 소방구조대
853,"310,956",트루스 오어 데어
854,"309,729",주피터 어센딩
855,"308,180",위대한 소원
856,"307,217",가디언의 전설
857,"306,837",빌리와 용감한 녀석들 2
858,"306,126",덕구
859,"306,119",개를 훔치는 완벽한 방법
860,"305,100",패딩턴
861,"300,477",포켓몬 더 무비 XY 후파: 광륜의 초마신
862,"299,434",빌리와 용감한 녀석들 3D
863,"298,983",프랑켄슈타인: 불멸의 영웅
864,"298,298",오즈의 마법사: 돌아온 도로시
865,"298,086",위험한 관계
866,"297,944",스포트라이트
867,"297,356",구스범스
868,"297,025",로렉스
869,"295,189",모모와 다락방의 수상한 요괴들
870,"294,320",포인트 브레이크
871,"293,787",극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」
872,"293,258",미성년
873,"292,655",이스케이프 플랜
874,"292,529",베스트 키드
875,"292,430","러브, 로지"
876,"292,217",더 그레이
877,"289,645",앨빈과 슈퍼밴드: 악동 어드벤처
878,"289,534",런 올 나이트
879,"288,016",혼숨
880,"286,042",커뮤터
881,"284,601",후드
882,"284,526",신데렐라:마법 반지의 비밀
883,"283,449",네버엔딩 스토리
884,"283,300",다이노 타임
885,"282,662",인서전트
886,"282,419",포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」
887,"281,642",프레데터스
888,"280,248",배심원들
889,"279,488",오큘러스
890,"278,914",극장판 안녕 자두야
891,"278,015",사랑에 대한 모든 것
892,"276,379",존 윅 - 리로드
893,"276,334",우리는 동물원을 샀다
894,"274,229",눈의 여왕
895,"272,877",목소리의 형태
896,"272,364",바울
897,"272,062",짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전
898,"270,683",울프맨
899,"270,602",가비
900,"270,148",롤러코스터
901,"269,510",헨젤과 그레텔: 마녀 사냥꾼 3D
902,"269,157",상하이
903,"268,921",모털 엔진
904,"267,843",친구와 연인사이
905,"267,373",파이스토리 : 악당상어 소탕작전
906,"266,574",19곰 테드
907,"266,389",백 투 더 비기닝
908,"266,253",저스틴
909,"265,744",투모로우랜드
910,"264,918",극장판 도라에몽: 진구의 인어대해전
911,"264,766",나를 차버린 스파이
912,"262,289",마야
913,"262,235",악질경찰
914,"260,721",스파이 브릿지
915,"260,506",원더
916,"260,144",장고:분노의 추적자
917,"258,478",공범자들
918,"257,716",함정
919,"257,381",명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀
920,"257,193",파이널 데스티네이션5
921,"257,106",쓰리 데이즈
922,"256,475",언브로큰
923,"256,346",카우보이 & 에이리언
924,"256,202",기묘한 가족
925,"252,475",밤의 여왕
926,"252,444",노벰버 맨
927,"250,650",비밀은 없다
928,"248,215",소셜포비아
929,"245,343",월 스트리트: 머니 네버 슬립스
930,"243,094",적과의 동침
931,"242,707",툼스톤
932,"242,164",명탐정 코난:감벽의 관
933,"241,514",캡틴 필립스
934,"240,990",창문 넘어 도망친 100세 노인
935,"240,148",아이 필 프리티
936,"239,483",서약
937,"238,587",미옥
938,"238,257",하늘을 걷는 남자
939,"238,073",사랑은 너무 복잡해
940,"237,147",그레이스 오브 모나코
941,"236,359",줄리아의 눈
942,"236,129",레고 무비
943,"235,688",세이빙 산타
944,"235,207",닌자터틀 : 어둠의 히어로
945,"233,563",비행기
946,"233,347",극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시
947,"233,283",드림 쏭
948,"233,211",강철대오:구국의 철가방
949,"232,016",어느날
950,"229,610",인플루언스
951,"229,610",폐가
952,"229,542",시카리오: 데이 오브 솔다도
953,"229,059",순정
954,"229,014",포스 카인드
955,"229,005",치즈인더트랩
956,"228,899",컨테이젼
957,"228,539",쓰리데이즈 투 킬
958,"228,090",캐빈 인 더 우즈
959,"227,586",일곱난쟁이
960,"226,933",딥
961,"225,842",극장판 루팡 3세 VS 명탐정 코난
962,"225,146",잡스
963,"224,891",분노의 윤리학
964,"224,849",괴물의 아이
965,"224,452",한공주
966,"224,010",메리 포핀스 리턴즈
967,"223,740",12 솔져스
968,"222,953",알파 앤 오메가
969,"222,927",일라이
970,"222,731",마마
971,"222,017",시
972,"221,327",헤라클레스 : 레전드 비긴즈
973,"221,176",노미오와 줄리엣
974,"219,678",언프렌디드: 친구삭제
975,"219,621",노아의 방주: 남겨진 녀석들
976,"217,803",1급기밀
977,"217,785",50가지 그림자: 해방
978,"217,493",나는 공무원이다
979,"217,444",속닥속닥
980,"217,320",짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스
981,"217,077",메카닉
982,"216,861",원피스 필름 골드
983,"216,852",송 포 유
984,"216,676",그린랜턴: 반지의 선택
985,"215,993",루돌프와 많이있어
986,"215,203",극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!
987,"215,029",벽 속에 숨은 마법시계
988,"214,949",허리케인 하이스트
989,"214,003",독수리 에디
990,"213,980",한 솔로: 스타워즈 스토리
991,"212,836",덤보
992,"212,599",아이 엠 어 히어로
993,"212,368","극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~"
994,"212,154",연애의 맛
995,"212,035",러블리 본즈
996,"210,493",내니맥피 2: 유모와마법소동
997,"210,278",자칼이 온다
998,"208,912",한나
999,"206,953",덕수리 5형제
1000,"206,320",테드: 황금도시 파이티티를 찾아서
1001,"205,579",코알라 키드 : 영웅의 탄생
1002,"204,742",버드맨
1003,"203,775",남과 여
1004,"203,476",비포 미드나잇
1005,"203,221",어쌔신: 더 비기닝
1006,"202,805",원 데이
1007,"202,538",짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격
1008,"202,148",굿모닝 에브리원
1009,"201,365",발레리나
1010,"200,123",페스티발
1011,"200,038",언더월드 4: 어웨이크닝
1012,"199,851",꼬마 니콜라
1013,"198,229",콜 미 바이 유어 네임
1014,"197,408",코쿠리코 언덕에서
1015,"197,296",엣지 오브 다크니스
1016,"197,238",스누피: 더 피너츠 무비
1017,"197,134",언니
1018,"195,933",그린 호넷
1019,"194,692",극장판 포켓몬스터 모두의 이야기
1020,"193,724",투혼
1021,"193,578","무현, 두 도시 이야기"
1022,"193,484",언더독
1023,"192,726",덤 앤 더머 투
1024,"192,530",디어 존
1025,"192,347",응징자
1026,"191,880",나미야 잡화점의 기적
1027,"191,783",쥴리의 육지 대모험
1028,"190,893",보이후드
1029,"190,384",컬러풀 웨딩즈
1030,"189,948",업그레이드
1031,"189,620",50가지 그림자: 심연
1032,"189,047",글로리데이
1033,"186,460",프리즈너스
1034,"186,324",런닝맨 : 풀룰루의 역습
1035,"186,184",기생수 파트1
1036,"185,960",팬
1037,"185,420",해피 피트 2
1038,"185,080",더 셰프
1039,"183,987",어린 의뢰인
1040,"183,804",우상
1041,"183,650",마이 리틀 히어로
1042,"183,421",극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이
1043,"182,668",명탐정 코난 : 탐정들의 진혼가
1044,"182,256",극장판 도라에몽: 진구의 보물섬
1045,"181,841",바니버디
1046,"180,826",유령작가
1047,"180,661",백악관 최후의 날
1048,"180,618",해양경찰 마르코
1049,"180,486",로마 위드 러브
1050,"180,332",127시간
1051,"180,082",레전드
1052,"177,601",핵소 고지
1053,"177,535",아빠가 여자를 좋아해
1054,"177,509",허트 로커
1055,"177,483",문라이트
1056,"177,145",유전
1057,"176,483",명탐정 코난:은빛 날개의 마술사
1058,"176,152",더 로드
1059,"175,889",채비
1060,"175,519","나는 내일, 어제의 너와 만난다"
1061,"175,152",톱스타
1062,"175,146",부활
1063,"174,879",업사이드 다운
1064,"173,678",론 서바이버
1065,"173,010",어느 가족
1066,"172,997",발렌타인 데이
1067,"172,941",장난스런 키스
1068,"172,445",아빠를 빌려드립니다
1069,"172,212",자전차왕 엄복동
1070,"171,577",조이
1071,"170,878",더 프레데터
1072,"170,796",예수는 역사다
1073,"170,647",19곰 테드 2
1074,"170,446",그랑프리
1075,"169,855",대배우
1076,"169,257",매직브러시
1077,"169,138",라스트베가스
1078,"169,072",렛 미 인
1079,"169,054",노리개
1080,"168,049",나는 아빠다
1081,"167,132",비밀애
1082,"166,252",극장판 도라에몽: 진구의 남극 꽁꽁 대모험
1083,"166,092",극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~
1084,"165,640",극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처
1085,"165,393",스플라이스
1086,"165,123",킬러 엘리트
1087,"164,450",김복남 살인사건의 전말
1088,"163,729",세이프 하우스
1089,"163,334",무법자
1090,"162,604",다크아워
1091,"161,753",더 페이버릿: 여왕의 여자
1092,"161,382",아메리칸 울트라
1093,"161,245",트랜스포터: 리퓰드
1094,"160,860",빅
1095,"159,948",더 큐어
1096,"157,972",더 자이언트
1097,"157,793",회복
1098,"157,689",극장판 요괴워치 섀도사이드: 도깨비왕의 부활
1099,"156,744",어브덕션
1100,"156,606",써커 펀치
1101,"155,798",빨간모자의 진실 2
1102,"155,374",아메리칸 허슬
1103,"155,368",아토믹 블론드
1104,"154,966",레고 닌자고 무비
1105,"154,342",최강전사 미니특공대 : 새로운 악당의 습격
1106,"154,297",크레이지 리치 아시안
1107,"153,849",킥 애스: 영웅의 탄생
1108,"153,591",폴리스 스토리 2014
1109,"153,278",더 레이븐
1110,"152,061",시카리오: 암살자의 도시
1111,"152,025",익스펜더블 3
1112,"151,833",아메리칸 셰프
1113,"151,476",히든 카드
1114,"151,360",달빛궁궐
1115,"150,226",짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습
1116,"150,215",다운사이징
1117,"149,719",비정규직 특수요원
1118,"149,181",워킹걸
1119,"148,760",레고 배트맨 무비
1120,"148,512",미스컨덕트
1121,"146,548",서울역
1122,"146,377",크레이지
1123,"146,319",포켓 몬스터 DP: 아르세우스 초극의 시공으로
1124,"146,148",웨딩드레스
1125,"145,751",원피스 극장판: 스트롱 월드
1126,"144,827",13시간
1127,"144,338",철의 여인
1128,"143,947",안나 카레니나
1129,"143,738",헬프
1130,"143,490",지슬 - 끝나지 않은 세월2
1131,"142,577",장난감이 살아있다
1132,"142,456",우먼 인 골드
1133,"142,405",은밀한 유혹
1134,"141,956",가시
1135,"141,592",극장판 또봇: 로봇군단의 습격
1136,"141,480",마담 프루스트의 비밀정원
1137,"141,025",극장판 아이엠스타 : 꿈의 오디션!
1138,"140,849",나를 기억해
1139,"140,616",화장
1140,"140,522",아르고
1141,"140,458",500일의 썸머
1142,"140,350",블루 재스민
1143,"139,803",가버나움
1144,"139,717",플로렌스
1145,"139,541",액트 오브 밸러: 최정예 특수부대
1146,"139,140",나이트메어
1147,"138,705",빅샤크: 매직체인지
1148,"138,277",극장판 도라에몽: 진구와 철인군단 날아라 천사들
1149,"137,955",데이브레이커스
1150,"137,841",더 포스트
1151,"137,775",독전: 익스텐디드 컷
1152,"137,690",극장판파워레인저 엔진포스VS 와일드스피릿
1153,"137,205",50/50
1154,"137,126",더 퍼지
1155,"137,052",극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계
1156,"136,946",파이터
1157,"136,134",워터 디바이너
1158,"135,900",링컨
1159,"135,874",제 5침공
1160,"135,797",제인 에어
1161,"135,478",극장판 꼬마버스 타요의 에이스 구출작전
1162,"135,094",로빈슨 크루소
1163,"134,827",로마의 휴일
1164,"134,029",대니쉬 걸
1165,"134,025",비스틀리
1166,"133,553",나의 절친 악당들
1167,"133,272",카운슬러
1168,"133,079",죽이고 싶은
1169,"132,602",오션월드 3D
1170,"132,059",리딕
1171,"131,896",오늘
1172,"131,748",심야식당
1173,"131,437",파라노말 액티비티 3
1174,"131,436",22 블렛
1175,"131,415",두 여자
1176,"130,153",스트리트댄스
1177,"129,950",자백
1178,"129,732",맨홀
1179,"129,633",클로이
1180,"128,472",명탐정 코난: 에피소드 원-작아진 명탐정
1181,"127,495",뮬란: 전사의 귀환
1182,"126,870",버틀러: 대통령의 집사
1183,"126,855",솔로몬 케인
1184,"126,443",눈길
1185,"126,439",카페 소사이어티
1186,"125,800",마이 리틀 자이언트
1187,"125,402",저수지 게임
1188,"125,179",꾸뻬씨의 행복여행
1189,"125,168",삼국지: 명장 관우
1190,"124,601",시간위의 집
1191,"124,112",마이펫 오지
1192,"123,582",러시 : 더 라이벌
1193,"123,538",마법천자문: 대마왕의 부활을 막아라
1194,"123,363",썬더일레븐 극장판 : 최강군단 오우거의 습격
1195,"123,036","서서평, 천천히 평온하게"
1196,"122,963",애프터 라이프
1197,"122,797",그렇게 아버지가 된다
1198,"122,698",실버라이닝 플레이북
1199,"122,574",러브 라이브! 더 스쿨 아이돌 무비
1200,"122,382",사다코 3D : 죽음의 동영상
1201,"122,172",극장판 도라에몽: 진구의 비밀도구 박물관
1202,"122,039",라스트 위치 헌터
1203,"120,914",리미트리스
1204,"120,802",퇴마: 무녀굴
1205,"120,352",헤이트풀8
1206,"119,964",죽여주는 여자
1207,"119,963",라스트 나잇
1208,"119,398",킹 오브 프리즘 - 프라이드 더 히어로
1209,"119,197",짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격
1210,"118,985",파리로 가는 길
1211,"118,836",아티스트
1212,"118,612",얼리맨
1213,"118,528",부탁 하나만 들어줘
1214,"118,286",데블
1215,"117,465",감바의 대모험
1216,"117,401",극장판 소드 아트 온라인 -오디널 스케일-
1217,"117,263",고스트 라이더 : 복수의 화신
1218,"117,188",우먼 인 블랙
1219,"117,141",정무문 : 100대 1의 전설
1220,"116,992",케로로 더 무비 5: 기적의 사차원섬
1221,"116,851",여교사
1222,"116,788",8인: 최후의 결사단
1223,"116,119",존 윅
1224,"116,059",명탐정 코난:전율의 악보
1225,"115,878",쏘우 3D
1226,"115,704",최강전사 미니특공대: 영웅의 탄생
1227,"115,454",들어는 봤니? 모건 부부
1228,"114,887",로맨틱 크라운
1229,"113,795",터키
1230,"113,404",극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~
1231,"112,121",미라클 벨리에
1232,"112,076",다이노소어 어드벤처 : 백악기 공룡대백과
1233,"111,927",배우는 배우다
1234,"111,541","안녕, 나의 소녀"
1235,"111,127",셀프/리스
1236,"111,008",스틸 앨리스
1237,"110,834",직쏘
1238,"110,795",러브 앤 프렌즈
1239,"110,771",극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전
1240,"109,667",캣츠 앤 독스 2
1241,"109,441",당갈
1242,"109,313",프로포즈 데이
1243,"109,160",더 콘서트
1244,"109,137",피터와 드래곤
1245,"109,019",히트
1246,"108,896",베이블레이드 버스트 갓 : 갓 발키리의 탄생
1247,"108,780",할로윈
1248,"108,551",맨 프롬 UNCLE
1249,"108,344",레드 스패로
1250,"108,317",마지막 4중주
1251,"107,567",더 기버: 기억전달자
1252,"107,444",더 건맨
1253,"107,104",제로 다크 서티
1254,"106,511",도희야
